,senior-level_skill
3228,0.0
2846,0.0
3355,0.0
2091,0.0
3903,0.0
3886,0.0
3408,0.0
2894,0.0
3599,0.0
2379,0.0
3030,0.0
3209,0.0
2302,0.0
2557,0.0
3897,0.0
3105,0.0
2139,0.0
3923,0.0
2875,0.0
2505,0.0
3341,0.0
2439,0.0
3977,0.0
3025,0.0
2761,0.0
2899,0.0
2713,0.0
3691,0.0
3916,0.0
3552,0.0
3720,0.0
2361,0.0
3184,0.0
2121,0.0
2005,0.0
3787,0.0
2730,0.0
2068,0.0
3117,0.0
3062,0.0
2777,0.0
2853,0.0
2099,0.0
3363,0.0
2732,0.0
3517,0.0
2410,0.0
2166,0.0
3572,0.0
2262,0.0
2896,0.0
2652,0.0
3719,0.0
2887,0.0
2978,0.0
2503,0.0
2840,0.0
3128,0.0
3746,0.0
3397,0.0
3330,0.0
2036,0.0
3637,0.0
3937,0.0
2847,0.0
2008,0.0
3194,0.0
2961,0.0
3469,0.0
3983,0.0
3602,0.0
2617,0.0
3539,0.0
3430,0.0
3989,0.0
2776,0.0
2997,0.0
3724,0.0
2354,0.0
3152,0.0
3076,0.0
3432,0.0
2641,0.0
2876,0.0
3333,0.0
2113,0.0
3904,0.0
3215,0.0
2274,0.0
3780,0.0
3294,0.0
2203,0.0
2105,0.0
3592,0.0
3586,0.0
2682,0.0
2327,0.0
2230,0.0
2935,0.0
3569,0.0
3810,0.0
2750,0.0
2992,0.0
2081,0.0
2086,0.0
2771,0.0
3907,0.0
2685,0.0
2707,0.0
2185,0.0
3618,0.0
2878,0.0
2300,0.0
2064,0.0
3447,0.0
2035,0.0
3260,0.0
2401,0.0
2686,0.0
3234,0.0
3712,0.0
2763,0.0
2957,0.0
2836,0.0
2394,0.0
2779,0.0
3271,0.0
3559,0.0
2297,0.0
2388,0.0
2037,0.0
3845,0.0
2791,0.0
3237,0.0
3905,0.0
3402,0.0
2533,1.0
2413,0.0
2569,0.0
3721,0.0
2239,0.0
2325,0.0
2580,0.0
3959,0.0
3316,0.0
2261,0.0
2003,0.0
3465,0.0
3830,0.0
2165,0.0
3494,0.0
3819,0.0
3357,0.0
3546,0.0
2399,0.0
2190,0.0
2774,0.0
3522,0.0
3521,0.0
3197,0.0
3248,0.0
2256,0.0
2103,0.0
3126,0.0
3988,0.0
2833,0.0
3714,0.0
2921,0.0
2599,0.0
3268,0.0
3241,0.0
3789,0.0
2383,0.0
2747,0.0
2015,0.0
3775,0.0
2634,0.0
2697,0.0
3975,0.0
2229,0.0
2864,0.0
3564,0.0
2705,0.0
3713,0.0
2691,0.0
3279,0.0
3233,0.0
3525,0.0
2226,0.0
2816,0.0
3405,0.0
3589,0.0
2955,0.0
3089,1.0
2045,0.0
2014,0.0
2898,0.0
3027,0.0
2733,0.0
2753,0.0
