,y_hat
12320,False
16507,False
19594,False
17793,False
17829,False
11842,False
12941,False
13613,False
13339,False
16723,False
12301,False
16977,False
14191,False
17071,False
13535,False
12217,False
10038,False
13078,False
14820,False
13446,False
12004,False
17249,False
11368,False
13366,False
10962,False
16005,False
11966,False
10707,False
12280,False
10490,False
14598,False
16046,False
17446,False
13842,False
18962,False
18057,False
12699,False
11050,False
16772,False
14864,False
19583,False
12908,False
17297,False
12273,False
18407,False
13048,False
18429,False
17010,False
14764,False
15175,False
13377,False
17082,False
14404,False
15846,False
10484,False
11273,False
10877,False
11554,False
11590,False
18627,False
14828,False
10087,False
17075,False
14538,False
11211,False
14544,False
19939,False
16375,False
11410,False
13899,False
17203,False
16644,False
16824,False
11405,False
10166,False
17754,False
19738,False
13125,False
10585,False
14715,False
18522,False
10494,False
11313,False
15906,False
16928,False
16184,False
14569,False
12507,False
18961,False
17078,False
18981,False
10150,False
12387,False
17949,False
14072,False
16554,False
17027,False
15750,False
18312,False
10240,False
11453,False
19825,False
13476,False
12628,False
19153,False
13274,False
13523,False
18213,False
11090,False
13194,False
16322,False
14268,False
19357,False
13455,False
11974,False
13904,False
15183,False
14995,False
15744,False
14347,False
16650,False
14972,False
10908,False
18139,False
12031,False
18240,False
10106,False
11111,False
14257,False
17133,False
13097,False
10077,False
19449,False
17878,False
18284,False
13847,False
11946,False
13082,False
13403,False
12721,False
13032,False
11302,False
18827,False
10279,False
16274,False
13719,False
15251,False
15824,False
12109,False
19528,False
12316,False
17123,False
18991,False
11682,False
12168,False
14443,False
14971,False
19773,False
19480,False
18607,False
14904,False
16874,False
12867,False
14685,False
14514,False
14570,False
15189,False
10345,False
13851,False
17124,False
11088,False
17714,False
12182,False
12442,False
18348,False
18756,False
19958,False
10848,False
12428,False
19650,False
17105,False
12294,False
11977,False
13669,False
15298,False
11922,False
19933,False
15514,False
17470,False
11212,False
13903,False
17695,False
12058,False
19840,False
16920,False
15882,False
17669,False
16105,False
15693,False
14952,False
