,x1,x2
863,1.9,-0.0
686,4.1,5.2
823,2.9,0.0
956,0.9,3.0
687,2.1,4.7
964,3.4,3.6
938,3.8,-0.0
559,1.2,2.5
565,1.7,0.0
657,3.0,-0.0
512,1.9,3.8
643,4.5,0.0
878,1.5,0.0
813,1.5,0.0
772,2.4,1.6
503,1.9,-0.0
650,1.5,3.0
850,1.8,0.0
950,2.9,-0.0
801,2.1,4.5
726,0.5,2.4
802,1.9,0.0
983,1.0,2.0
545,3.5,-0.0
968,2.3,0.0
860,1.5,2.2
605,2.4,-0.0
705,2.5,-0.0
529,3.5,4.7
869,2.0,0.0
517,4.2,-0.0
773,2.6,0.0
582,3.6,0.0
953,3.1,0.0
753,2.5,-0.0
961,3.4,6.1
934,2.9,5.5
537,2.7,-0.0
806,1.7,0.0
800,4.0,0.0
519,1.4,4.7
988,2.3,0.0
641,3.4,0.0
783,3.0,0.0
759,3.3,0.0
882,1.9,3.0
996,2.0,0.0
550,1.6,3.0
822,2.5,4.9
911,1.5,0.0
765,1.3,2.1
963,2.0,2.8
609,1.3,5.0
748,2.0,2.1
700,3.0,0.0
587,4.7,4.8
798,2.6,0.0
507,2.6,3.5
555,1.4,0.0
515,1.8,-0.0
556,0.9,2.5
683,2.8,2.0
527,2.2,-0.0
638,2.7,3.4
506,2.3,-0.0
675,1.6,-0.0
502,2.6,0.0
970,1.8,-0.0
785,2.7,0.0
720,0.5,1.7
732,1.7,0.0
762,-0.0,3.1
830,2.5,0.0
672,1.7,0.0
769,4.1,0.0
663,1.3,-0.0
790,3.1,-0.0
734,2.1,-0.0
736,2.2,0.0
511,1.6,4.4
690,2.9,2.1
993,3.0,0.0
590,2.1,2.6
817,1.6,3.3
945,3.6,1.3
991,1.6,2.1
781,1.6,0.4
596,2.9,-0.0
583,2.2,0.0
768,3.6,0.0
840,0.6,4.1
914,1.5,4.1
618,2.1,0.0
959,0.5,2.9
812,3.5,5.3
665,2.1,-0.0
932,2.9,0.0
908,1.6,-0.0
982,1.8,0.0
729,3.2,-0.0
