,y_hat
1611,False
1665,False
1223,False
1985,False
1811,False
1814,False
1794,False
1690,False
1638,False
1723,False
1210,False
1778,False
1282,False
1146,False
1588,False
1270,False
1291,False
1105,False
1610,False
1557,False
1045,False
1504,False
1131,False
1994,False
1101,False
1030,False
1789,False
1258,False
1212,False
1071,False
1388,False
1993,False
1118,False
1961,False
1475,False
1320,False
1029,False
1072,False
1257,False
1646,False
1308,False
1277,False
1201,False
1840,False
1788,False
1084,False
1895,False
1469,False
1541,False
1014,False
1324,False
1227,False
1287,False
1805,False
1651,False
1533,False
1290,False
1383,False
1697,False
1978,False
1585,False
1319,False
1567,False
1191,False
1046,False
1922,False
1182,False
1884,False
1529,False
1179,False
1519,False
1699,False
1906,False
1067,False
1195,False
1992,False
1952,False
1177,False
1162,False
1036,False
1242,False
1348,False
1771,False
1412,False
1769,False
1569,False
1886,False
1267,False
1971,False
1675,False
1539,False
1532,False
1025,False
1253,False
1618,False
1076,False
1070,False
1426,False
1081,False
1964,False
