,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.935,0.75,0.75,0.7219251394271851,0.0,0.7219251336898396,0.7219251336898396,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,0,,0.7219251394271851,0.5775
1,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,0,,0.9970000386238098,0.5265
2,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,0,,0.9919999837875366,1.0585492227979274
3,0.965,0.75,0.75,0.575129508972168,0.0,0.5751295336787565,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,0,,0.575129508972168,0.555
4,1.0,0.75,0.75,0.019999999552965164,0.0,0.92,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,0,,0.9180000424385071,1.2677083333333332
5,0.96,0.75,0.75,0.7916666865348816,0.0,0.7916666666666666,0.7916666666666666,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,1,,0.7916666865348816,0.54
6,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,1,,0.9959999918937683,0.5755
7,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,1,,0.9970000386238098,1.1641711229946523
8,0.935,0.75,0.75,0.6524063944816589,0.0,0.6524064171122995,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,1,,0.6524063944816589,0.538
9,1.0,0.75,0.75,0.019999999552965164,0.0,0.915,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,1,,0.9109999537467957,1.2742105263157895
10,0.95,0.75,0.75,0.7736842036247253,0.0,0.7736842105263158,0.7736842105263158,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,improvement,2,,0.7736842036247253,0.556
11,1.0,0.75,0.75,0.004999999888241291,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,acceptance,2,,0.9950000047683716,0.55
12,1.0,0.75,0.75,0.0,0.0,1.0,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,individualized,counterfactual,2,,0.9979999661445618,1.0126315789473683
13,0.95,0.75,0.75,0.5421052575111389,0.0,0.5421052631578948,,"[1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,improvement,2,,0.5421052575111389,0.49700000000000005
14,1.0,0.75,0.75,0.019999999552965164,0.0,0.88,,"[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",2999.0,0.5,subpopulation,acceptance,2,,0.8819999694824219,
