,y_hat
293,False
475,False
314,False
389,False
301,False
478,False
496,False
343,False
260,False
356,False
458,False
370,False
438,False
295,False
277,False
322,False
429,False
263,False
261,False
364,False
433,False
313,False
289,False
398,False
336,False
275,False
391,False
388,False
283,False
251,False
268,False
281,False
280,False
351,False
440,False
385,False
446,False
371,False
396,False
327,False
462,False
255,False
331,False
499,False
452,False
472,False
465,False
444,False
360,False
333,False
335,False
479,False
474,False
368,False
454,False
276,False
405,False
329,False
256,False
299,False
363,False
312,False
303,False
430,False
456,False
361,False
341,False
390,False
442,False
269,False
497,False
265,False
395,False
320,False
386,False
411,False
306,False
338,False
365,False
401,False
345,False
253,False
491,False
342,False
359,False
445,False
310,False
318,False
471,False
332,False
328,False
339,False
362,False
492,False
420,False
375,False
378,False
437,False
290,False
422,False
