r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.7066666881243387,0.2866666664679845,2.852000004251798,0.0,0.0,0.0,0.0,,0.10058497870700463,0.13613718248574955,0.5103880872337815
individualized,acceptance,0.85,0.85,1.0,1.0,,0.8226666649182638,0.23333333184321722,2.8906666694680845,0.0,0.0,0.0,0.0,,0.14053233296607176,0.17473789761370212,0.3518484489612093
individualized,acceptance,0.9,0.9,1.0,1.0,,0.7386666735013326,0.26000000536441803,3.056000001092752,0.0,0.0,0.0,0.0,,0.09930423266676126,0.08717798632327613,0.17943243780904658
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.7773333390553793,0.3000000019868215,3.258000000178814,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.12008883067424123,0.040000006556511855,0.36895528384480875
subpopulation,acceptance,0.75,0.75,1.0,0.98,,0.6946666836738586,0.2800000011920929,2.9013333369394143,0.0,0.0,0.0,0.034641016151377574,,0.1120237931653967,0.12000000476837158,0.38895929588591366
subpopulation,acceptance,0.85,0.85,1.0,1.0,,0.8319999972979227,0.18666666746139526,3.2329999893754717,0.0,0.0,0.0,0.0,,0.0985494740356548,0.16289055830529559,0.2955706274342321
subpopulation,acceptance,0.9,0.9,1.0,1.0,,0.7093333601951599,0.29999999205271405,3.221999999533097,0.0,0.0,0.0,0.0,,0.10286562497824528,0.06928203505577571,0.3858756278419548
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9933333333333333,,0.7773333191871643,0.2399999996026357,3.588666667064031,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.011547005383792525,,0.1769217917852574,0.05291502081446705,0.18157458820957448
individualized,counterfactual,0.75,0.75,1.0,0.9933333333333333,,0.6746666630109152,0.2866666615009308,3.053333332469066,0.0,0.0,0.0,0.011547005383792525,,0.10555246872611239,0.12220200929732798,0.766251481156891
individualized,counterfactual,0.85,0.85,1.0,0.9933333333333333,,0.8079999883969625,0.24000000208616257,3.1833333236376444,0.0,0.0,0.0,0.011547005383792525,,0.0816822959917616,0.13114877550805723,0.15404327465233542
individualized,counterfactual,0.9,0.9,1.0,0.98,,0.6853333512941996,0.2199999988079071,3.087333333005508,0.0,0.0,0.0,0.020000000000000018,,0.14222991110976282,0.03999999165534973,0.20645903437248767
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.98,,0.7333333492279053,0.29333333671092987,3.4193333363930383,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.03464101615137758,,0.12663861060795095,0.14468356690852469,0.15756057950555155
individualized,improvement,0.75,0.75,0.9933333333333333,0.9254421768707483,0.7919727891156464,0.9077279170354208,0.7654421925544739,2.5657142771322303,0.0,0.0,0.011547005383792525,0.09449692161022036,0.010567671961432048,0.12865860735244888,0.09133406461904182,0.2337451964259982
individualized,improvement,0.85,0.85,1.0,0.7866666666666666,0.8466666666666667,0.6973333284258842,0.8399999936421713,2.71733333226045,0.0,0.0,0.0,0.3695041722813605,0.023094010767585053,0.5173213002244976,0.07211102286426567,0.2003330527313623
individualized,improvement,0.9,0.9,1.0,1.0,0.9199999999999999,0.9893333514531454,0.9066666563351949,3.738666658719381,0.0,0.0,0.0,0.0,0.019999999999999962,0.006110080792092031,0.030550508014808967,0.19372489364713755
individualized,improvement,0.9499999999999998,0.9499999999999998,0.9733333333333333,1.0,0.9861050803300043,0.9957446654637655,0.9659690260887146,4.475145459915893,1.3597399555105182e-16,1.3597399555105182e-16,0.03055050463303896,0.0,0.012041185083683946,0.007370455619960766,0.011053155698108155,0.16278889690806606
subpopulation,improvement,0.75,0.75,1.0,0.8666666666666667,,0.8880000114440918,0.700000007947286,2.5533333226144315,0.0,0.0,0.0,0.12858201014657275,,0.15600000665738079,0.03999999165535343,0.3512397076633409
subpopulation,improvement,0.85,0.85,1.0,0.7866666666666666,,0.688000018397967,0.846666673819224,3.09400000345707,0.0,0.0,0.0,0.35232560697930165,,0.49191871699970613,0.09451631277730405,0.3016421665095952
subpopulation,improvement,0.9,0.9,1.0,0.9933333333333333,,0.9866666992505392,0.8866666555404663,3.5773333287239075,0.0,0.0,0.0,0.011547005383792525,,0.0023094057568935514,0.01154699437171005,0.23276884176863616
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.9946666757265726,0.9599999785423279,4.361333325515191,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.009237588614816498,0.0,0.02023198522499272
