,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,7.0,3.0,0.91658366,2.0,2.0,4.0
2001,5.0,2.0,0.9526212,2.0,6.0,5.0
2002,1.0,0.0,0.43315947,3.0,9.0,6.0
2003,3.0,0.0,0.5489528,4.0,4.0,3.0
2004,1.0,0.0,0.9489074,2.0,3.0,7.0
2005,2.0,0.0,0.21853328,3.0,3.0,4.0
2006,1.0,2.0,0.7435012,5.0,1.0,7.0
2007,1.0,0.0,0.3426485,4.0,7.0,2.0
2008,3.0,0.0,0.57798576,7.0,7.0,2.0
2009,2.0,2.0,0.29483914,6.0,3.0,1.0
2010,2.0,2.0,0.6940149,4.0,1.0,0.0
2011,2.0,0.0,0.6759919,8.0,0.0,2.0
2012,3.0,0.0,0.3269335,4.0,4.0,0.0
2013,3.0,1.0,0.30487847,5.0,2.0,4.0
2014,2.0,2.0,0.27849603,7.0,2.0,5.0
2015,3.0,1.0,0.77131224,1.0,8.0,4.0
2016,4.0,0.0,0.5027312,2.0,3.0,2.0
2017,5.0,1.0,0.9378973,4.0,3.0,5.0
2018,3.0,2.0,0.5781698,3.0,2.0,1.0
2019,4.0,1.0,0.62039006,0.0,3.0,0.0
2020,2.0,0.0,0.28680646,4.0,11.0,6.0
2021,1.0,2.0,0.15857649,3.0,1.0,4.0
2022,1.0,2.0,0.5788753,1.0,6.0,4.0
2023,2.0,2.0,0.0357517,4.0,2.0,3.0
2024,1.0,1.0,0.5326505,7.0,15.0,3.0
2025,6.0,2.0,0.42070878,5.0,3.0,3.0
2026,3.0,2.0,0.940133,6.0,5.0,1.0
2027,2.0,0.0,0.84701014,3.0,9.0,2.0
2028,2.0,3.0,0.48925424,5.0,4.0,8.0
2029,4.0,1.0,0.8496127,2.0,3.0,9.0
2030,2.0,1.0,0.012960911,0.0,4.0,3.0
2031,1.0,1.0,0.11640525,4.0,2.0,9.0
2032,0.0,2.0,0.7355256,6.0,3.0,1.0
2033,2.0,1.0,0.81681776,5.0,4.0,2.0
2034,3.0,1.0,0.9141873,8.0,1.0,1.0
2035,4.0,0.0,0.54384327,4.0,0.0,6.0
2036,7.0,2.0,0.36899316,0.0,4.0,0.0
2037,3.0,0.0,0.7461451,5.0,6.0,6.0
2038,3.0,3.0,0.7308948,4.0,2.0,4.0
2039,8.0,2.0,0.2144574,7.0,4.0,8.0
2040,2.0,0.0,0.4844389,2.0,1.0,2.0
2041,1.0,2.0,0.17434919,6.0,8.0,2.0
2042,0.0,2.0,0.13928342,1.0,1.0,2.0
2043,4.0,2.0,0.5388105,2.0,3.0,5.0
2044,6.0,0.0,0.9712144,5.0,0.0,7.0
2045,4.0,3.0,0.50229275,2.0,7.0,10.0
2046,4.0,3.0,0.17296576,5.0,3.0,4.0
2047,3.0,2.0,0.27520752,4.0,9.0,3.0
2048,3.0,0.0,0.9492941,6.0,3.0,5.0
2049,0.0,0.0,0.07564247,2.0,1.0,0.0
2050,1.0,2.0,0.102407336,3.0,5.0,5.0
2051,5.0,0.0,0.38294244,7.0,8.0,5.0
2052,3.0,3.0,0.24140692,6.0,0.0,1.0
2053,2.0,2.0,0.5183697,2.0,5.0,5.0
2054,3.0,3.0,0.027658105,3.0,3.0,5.0
2055,1.0,0.0,0.6727917,4.0,1.0,11.0
2056,5.0,0.0,0.69432855,1.0,0.0,2.0
