,x1,x2
892,1.5,-0.0
568,0.3,3.3
934,1.7,2.3
889,2.9,0.0
876,2.2,0.0
754,2.9,-0.0
852,2.0,-0.0
827,2.5,-0.0
859,2.1,2.1
548,1.1,2.6
736,2.1,2.2
503,0.8,3.3
780,1.9,3.1
800,2.1,3.5
704,1.6,3.9
778,-0.0,4.2
562,2.2,3.2
911,1.9,0.0
966,2.4,4.7
838,2.7,2.6
662,1.9,0.0
701,2.0,-0.0
976,1.7,0.0
810,1.3,2.1
973,1.6,-0.0
622,1.9,3.0
615,1.9,-0.0
900,2.4,-0.0
575,0.7,5.2
847,2.4,1.3
962,1.0,3.5
867,1.8,2.1
832,1.5,2.2
709,2.8,-0.0
913,0.5,2.6
679,1.7,3.1
970,2.5,4.2
523,2.3,0.0
546,2.5,-0.0
646,1.7,2.9
842,1.3,3.6
717,1.5,0.0
592,1.5,4.1
997,1.5,3.1
846,1.9,-0.0
694,4.3,5.7
718,1.6,-0.0
877,2.3,-0.0
750,2.1,2.8
811,1.6,4.0
623,2.7,-0.0
991,2.1,0.0
500,2.0,3.1
807,1.6,-0.0
902,2.0,2.8
912,1.7,2.1
897,1.7,0.0
636,1.7,0.0
727,2.0,3.7
681,2.2,0.0
685,2.3,0.0
880,1.7,0.0
591,2.6,3.0
865,1.6,-0.0
677,1.6,-0.0
930,4.3,0.0
552,2.6,0.0
725,2.5,0.0
699,3.0,3.3
692,-0.0,3.0
573,1.8,0.0
564,1.8,4.7
957,2.1,0.0
732,1.8,4.0
633,1.6,0.0
956,2.3,0.0
714,0.9,2.0
639,1.7,1.8
508,2.9,0.0
586,1.9,2.4
649,2.9,-0.0
788,1.4,2.3
616,2.4,4.7
697,2.5,1.9
739,0.6,2.8
830,2.8,-0.0
942,3.1,3.1
960,0.8,2.5
629,1.6,-0.0
515,2.5,2.1
668,0.5,3.1
925,1.8,2.8
825,1.7,4.7
740,2.6,0.0
857,1.3,2.0
600,1.9,0.0
565,1.7,-0.0
504,2.1,-0.0
784,2.0,-0.0
730,2.3,0.0
