,y_hat
10798,False
12461,False
13306,False
17695,False
14072,False
12994,False
16003,False
10866,False
19008,False
12582,False
12177,False
12863,False
19101,False
12005,False
19813,False
15493,False
18349,False
14973,False
10804,False
19418,False
16355,False
11465,False
18766,False
11335,False
12258,False
13276,False
18457,False
19484,False
16481,False
16922,False
14018,False
16181,False
14289,False
19005,False
11795,False
18914,False
18610,False
19475,False
17558,False
13332,False
17777,False
19855,False
10329,False
19636,False
16772,False
16001,False
14806,False
15902,False
10033,False
15286,False
15470,False
19828,False
16305,False
11580,False
11800,False
17333,False
18743,False
17098,False
10542,False
19829,False
13404,False
11575,False
19744,False
11081,False
15448,False
11882,False
15620,False
14904,False
13470,False
11017,False
19727,False
17736,False
11892,False
19821,False
14131,False
12359,False
15790,False
10377,False
15178,False
10002,False
12667,False
19206,False
11863,False
19191,False
12162,False
11363,False
15943,False
14211,False
11933,False
12057,False
14332,False
13009,False
13254,False
15053,False
19036,False
13525,False
12100,False
15520,False
12031,False
18247,False
11597,False
14385,False
11480,False
17846,False
12642,False
13553,False
19438,False
17798,False
13733,False
11881,False
14186,False
18078,False
13475,False
15310,False
18345,False
14447,False
14125,False
18290,False
16357,False
14985,False
17522,False
11455,False
18811,False
17889,False
17602,False
14195,False
12964,False
11652,False
14372,False
19424,False
17009,False
17432,False
14175,False
15927,False
16326,False
12179,False
17059,False
14643,False
12251,False
13107,False
10509,False
15295,False
10911,False
11658,False
16409,False
13606,False
19081,False
19757,False
19353,False
14366,False
10419,False
15147,False
12280,False
10332,False
17783,False
19635,False
12512,False
13580,False
14941,False
14277,False
14022,False
12459,False
14124,False
17650,False
12565,False
18407,False
17782,False
12885,False
16102,False
18992,False
17688,False
16303,False
11284,False
12409,False
18430,False
17504,False
15045,False
10114,False
10023,False
10195,False
16576,False
10531,False
15909,False
11623,False
15603,False
19052,False
17446,False
17166,False
16376,False
14085,False
18410,False
19715,False
19121,False
19555,False
18871,False
13247,False
14689,False
12484,False
16581,False
19355,False
