,y
2730,1.0
3482,1.0
3454,1.0
3053,1.0
3631,0.0
3636,1.0
3392,0.0
3211,1.0
2918,1.0
3419,1.0
3132,0.0
3848,1.0
3339,1.0
3188,1.0
2081,1.0
3865,1.0
3161,0.0
2754,1.0
3797,1.0
3445,0.0
3481,1.0
2431,1.0
2402,1.0
2914,1.0
3823,1.0
3900,1.0
2680,1.0
3555,1.0
3711,1.0
3622,1.0
2591,1.0
3870,1.0
2313,1.0
3263,1.0
2223,0.0
2128,1.0
2608,1.0
3100,1.0
3402,0.0
2774,1.0
3355,1.0
3180,1.0
2418,1.0
2012,1.0
2541,1.0
3521,1.0
3925,1.0
3003,1.0
2029,1.0
2435,1.0
3882,1.0
3415,1.0
2039,1.0
2339,1.0
3993,1.0
3805,1.0
3905,1.0
2566,1.0
2369,1.0
3666,1.0
3971,1.0
2613,1.0
2425,1.0
3535,1.0
3910,1.0
3470,1.0
2143,1.0
2601,1.0
3607,1.0
3443,1.0
3702,1.0
3429,1.0
2276,1.0
3609,1.0
2205,1.0
2389,1.0
3821,1.0
3779,1.0
3915,1.0
2139,1.0
3300,1.0
3693,1.0
2472,1.0
3460,1.0
2144,1.0
3356,1.0
2666,1.0
3706,1.0
2437,1.0
2508,1.0
3615,1.0
3599,1.0
2345,1.0
2003,1.0
2148,1.0
2035,1.0
3820,1.0
2532,0.0
2006,1.0
2255,1.0
3474,1.0
2024,1.0
3812,1.0
2114,1.0
3109,1.0
3153,1.0
2674,1.0
3770,1.0
2182,1.0
3072,1.0
3112,1.0
2340,1.0
2558,0.0
2965,1.0
2078,1.0
2368,1.0
3434,1.0
2637,1.0
2147,1.0
2058,1.0
2082,1.0
3124,1.0
2420,0.0
3357,1.0
3261,0.0
3233,1.0
3991,1.0
2782,1.0
3948,1.0
2661,1.0
2349,1.0
2986,1.0
3956,1.0
2068,1.0
3155,1.0
2168,0.0
2845,1.0
2025,1.0
3959,1.0
2995,1.0
3774,1.0
3752,1.0
3086,1.0
3021,0.0
3877,1.0
3679,1.0
2964,1.0
2786,1.0
2938,1.0
3756,1.0
3195,1.0
3217,1.0
3804,1.0
2070,1.0
3676,1.0
3114,1.0
3682,1.0
3568,1.0
2186,1.0
2879,1.0
3157,1.0
3183,1.0
3935,1.0
3407,1.0
2534,1.0
3657,0.0
2052,1.0
3398,1.0
3382,1.0
3763,1.0
2204,1.0
2547,1.0
3605,1.0
3127,1.0
3473,1.0
3837,1.0
3249,1.0
3869,1.0
3656,1.0
2225,1.0
2329,0.0
2584,1.0
3171,0.0
3843,1.0
3411,1.0
3092,1.0
2571,1.0
2860,1.0
3010,1.0
2115,0.0
2278,1.0
2947,0.0
2982,1.0
2077,1.0
3998,1.0
2894,1.0
3593,0.0
2654,1.0
2274,1.0
2855,0.0
