,y_hat
1097,False
1510,False
1643,False
1531,False
1480,False
1453,False
1824,False
1171,False
1547,False
1110,False
1691,False
1575,False
1981,False
1554,False
1814,False
1620,False
1321,False
1888,False
1730,False
1977,False
1788,False
1577,False
1570,False
1498,False
1184,False
1813,False
1406,False
1287,False
1476,False
1938,False
1292,False
1937,False
1958,False
1602,False
1975,False
1491,False
1733,False
1512,False
1344,False
1785,False
1963,False
1014,False
1810,False
1353,False
1799,False
1594,False
1807,False
1247,False
1273,False
1468,False
1103,False
1881,False
1396,False
1155,False
1227,False
1831,False
1652,False
1588,False
1846,False
1369,False
1219,False
1942,False
1288,False
1243,False
1685,False
1081,False
1757,False
1915,False
1732,False
1861,False
1020,False
1724,False
1484,False
1592,False
1882,False
1006,False
1195,False
1955,False
1446,False
1490,False
1952,False
1170,False
1674,False
1009,False
1008,False
1918,False
1188,False
1072,False
1657,False
1244,False
1502,False
1909,False
1298,False
1923,False
1175,False
1853,False
1390,False
1202,False
1421,False
1897,False
