,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.85,0.85,0.955,0.005,0.955,0.955,"[5.0, 5.0]",300.0,0.5,individualized,improvement,1,,0.938,10.05
1,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,1,,0.5130000000000001,0.0992435
2,1.0,0.85,0.85,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,1,,0.504,0.10340250000000001
3,0.995,0.85,0.85,0.9346733668341709,0.0,0.9346733668341709,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,1,,0.921608040201005,9.974874371859297
4,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,1,,0.533,0.1091945
5,1.0,0.85,0.85,0.935,0.0,0.935,0.935,"[5.0, 5.0]",300.0,0.5,individualized,improvement,2,,0.9350000000000002,9.85
6,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,2,,0.9099999999999999,0.4842125
7,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,2,,0.933,0.528668
8,1.0,0.85,0.85,0.92,0.0,0.92,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,2,,0.9200000000000002,9.95
9,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,2,,0.976,0.7955890000000001
10,0.995,0.85,0.85,0.9447236180904522,0.0,0.9447236180904522,0.9447236180904522,"[5.0, 5.0]",300.0,0.5,individualized,improvement,0,,0.921608040201005,9.949748743718592
11,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,acceptance,0,,0.9970000000000001,0.6776420000000001
12,1.0,0.85,0.85,0.005,0.005,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,individualized,counterfactual,0,,0.991,0.6788580000000001
13,1.0,0.85,0.85,0.93,0.0,0.92,,"[5.0, 5.0]",300.0,0.5,subpopulation,improvement,0,,0.8969999999999999,9.075
14,1.0,0.85,0.85,0.0,0.0,1.0,,"[5.0, 5.0, 0.0001, 0.01, 0.1]",300.0,0.5,subpopulation,acceptance,0,,0.9960000000000001,0.7021850000000001
