,0
1963,0.0
1961,0.0
1215,0.0
1364,0.0
1342,1.0
1243,0.0
1339,0.0
1381,0.0
1504,1.0
1807,1.0
1468,0.0
1171,0.0
1676,0.0
1014,0.0
1233,0.0
1683,0.0
1978,0.0
1623,0.0
1552,0.0
1708,0.0
1297,0.0
1512,0.0
1276,0.0
1304,1.0
1329,0.0
1234,0.0
1436,1.0
1283,1.0
1841,0.0
1918,0.0
1593,0.0
1788,1.0
1995,0.0
1129,0.0
1582,1.0
1927,0.0
1453,0.0
1284,0.0
1925,0.0
1776,0.0
1257,0.0
1275,1.0
1640,0.0
1325,0.0
1495,1.0
1921,0.0
1418,0.0
1209,0.0
1008,0.0
1831,1.0
1510,1.0
1528,0.0
1357,1.0
1088,0.0
1985,1.0
1449,0.0
1319,1.0
1996,0.0
1536,0.0
1674,0.0
1199,0.0
1006,0.0
1406,1.0
1080,0.0
1844,1.0
1804,1.0
1603,0.0
1103,0.0
1518,0.0
1563,0.0
1335,0.0
1337,0.0
1587,0.0
1271,0.0
1863,1.0
1828,0.0
1931,0.0
1829,0.0
1144,0.0
1292,1.0
1219,0.0
1321,1.0
1059,0.0
1351,0.0
1104,0.0
1412,0.0
1483,0.0
1906,1.0
1211,0.0
1395,1.0
1118,0.0
1792,1.0
1602,1.0
1217,0.0
1427,0.0
1613,0.0
1185,0.0
1855,0.0
1547,1.0
1184,1.0
