,y_hat
221,False
246,False
346,False
274,False
235,False
290,False
334,False
237,False
291,False
341,False
233,False
300,False
277,False
213,False
208,False
397,False
285,False
255,False
310,False
239,False
218,False
228,False
262,False
339,False
288,False
242,False
258,False
217,False
345,False
356,False
382,False
214,False
392,False
223,False
275,False
254,False
253,False
295,False
289,False
316,False
298,False
333,False
332,False
271,False
313,False
344,False
364,False
301,False
354,False
329,False
