,y
863,1.0
686,0.0
823,0.0
956,1.0
687,0.0
964,0.0
938,0.0
559,0.0
565,1.0
657,0.0
512,0.0
643,0.0
878,1.0
813,0.0
772,0.0
503,0.0
650,0.0
850,0.0
950,0.0
801,0.0
726,0.0
802,0.0
983,1.0
545,0.0
968,0.0
860,1.0
605,0.0
705,0.0
529,0.0
869,0.0
517,0.0
773,0.0
582,0.0
953,0.0
753,0.0
961,0.0
934,0.0
537,1.0
806,0.0
800,0.0
519,0.0
988,0.0
641,0.0
783,0.0
759,0.0
882,0.0
996,1.0
550,0.0
822,0.0
911,0.0
765,1.0
963,0.0
609,0.0
748,0.0
700,0.0
587,0.0
798,0.0
507,0.0
555,0.0
515,0.0
556,0.0
683,0.0
527,0.0
638,0.0
506,0.0
675,0.0
502,1.0
970,0.0
785,0.0
720,1.0
732,0.0
762,1.0
830,0.0
672,0.0
769,0.0
663,0.0
790,0.0
734,0.0
736,0.0
511,0.0
690,0.0
993,0.0
590,0.0
817,0.0
945,0.0
991,0.0
781,0.0
596,0.0
583,0.0
768,0.0
840,0.0
914,0.0
618,0.0
959,0.0
812,0.0
665,0.0
932,0.0
908,0.0
982,0.0
729,0.0
