,y_hat
651,False
802,False
969,False
705,False
645,False
605,False
830,False
991,False
637,False
687,False
844,False
798,False
730,False
811,False
666,False
881,False
871,False
738,False
735,False
765,False
902,False
761,False
646,False
667,False
722,False
793,False
887,False
813,False
621,False
599,False
789,False
870,False
684,False
549,False
985,False
951,False
960,False
920,False
631,False
764,False
807,False
935,False
635,False
662,False
760,False
737,False
585,False
861,False
556,False
622,False
682,False
734,False
601,False
520,False
959,False
676,False
723,False
948,False
731,False
826,False
523,False
938,False
978,False
658,False
728,False
906,False
700,False
554,False
524,False
748,False
643,False
756,False
718,False
615,False
702,False
905,False
993,False
850,False
868,False
575,False
982,False
614,False
834,False
513,False
588,False
597,False
949,False
882,False
619,False
642,False
940,False
975,False
528,False
892,False
623,False
929,False
606,False
652,False
714,False
754,False
