,years_experience,degree
3398,0.0,1.0
3705,0.0,3.0
3289,0.0,2.0
3879,0.0,2.0
3108,2.0,1.0
2730,1.0,3.0
3875,1.0,3.0
3642,1.0,0.0
3000,1.0,1.0
3933,0.0,3.0
3139,1.0,1.0
3263,0.0,2.0
2228,0.0,1.0
3980,0.0,1.0
2804,1.0,1.0
2648,1.0,1.0
3637,0.0,3.0
2880,0.0,3.0
3272,1.0,2.0
3079,2.0,2.0
3044,2.0,0.0
3513,0.0,2.0
3200,0.0,2.0
3358,0.0,2.0
2188,0.0,1.0
2495,1.0,1.0
3655,1.0,1.0
3501,1.0,2.0
2901,0.0,1.0
3720,0.0,1.0
2940,0.0,3.0
3853,1.0,2.0
2990,0.0,2.0
2602,0.0,1.0
3021,1.0,1.0
2323,0.0,2.0
3129,0.0,1.0
3256,3.0,1.0
2467,1.0,2.0
3167,0.0,2.0
2727,1.0,2.0
2825,0.0,1.0
3413,2.0,0.0
3837,0.0,2.0
3970,1.0,1.0
2353,0.0,1.0
3193,1.0,2.0
3183,0.0,2.0
3959,1.0,3.0
2766,0.0,1.0
2490,0.0,2.0
3920,1.0,0.0
3528,1.0,2.0
3577,0.0,2.0
3921,2.0,1.0
3529,2.0,0.0
2043,1.0,1.0
2500,1.0,3.0
2831,0.0,2.0
3790,0.0,3.0
3730,1.0,2.0
2946,0.0,2.0
3352,0.0,2.0
2197,2.0,2.0
2682,0.0,1.0
2772,0.0,3.0
3222,0.0,3.0
2818,0.0,2.0
3204,0.0,2.0
3767,0.0,1.0
3313,0.0,1.0
2808,0.0,1.0
2351,1.0,1.0
3243,1.0,1.0
2620,0.0,1.0
3211,2.0,0.0
3986,1.0,1.0
3495,2.0,2.0
2641,1.0,1.0
2453,0.0,3.0
2887,0.0,2.0
3731,1.0,2.0
2739,0.0,2.0
3286,0.0,2.0
2481,0.0,2.0
3706,0.0,3.0
2167,1.0,2.0
2592,1.0,1.0
2894,0.0,1.0
2564,1.0,1.0
2623,1.0,1.0
3916,1.0,2.0
2064,1.0,1.0
3137,2.0,0.0
3999,1.0,2.0
2461,0.0,2.0
3039,1.0,1.0
2907,0.0,1.0
2318,0.0,3.0
3607,0.0,1.0
2447,1.0,1.0
3258,0.0,3.0
2776,0.0,1.0
2656,0.0,2.0
3842,3.0,1.0
3555,1.0,1.0
3800,0.0,2.0
3693,1.0,1.0
2242,0.0,1.0
2863,1.0,1.0
3150,0.0,2.0
2747,0.0,2.0
2994,0.0,2.0
2715,2.0,1.0
3231,0.0,2.0
2525,0.0,3.0
2750,0.0,2.0
2368,1.0,1.0
2176,1.0,3.0
3003,1.0,1.0
3541,0.0,1.0
2131,0.0,1.0
2945,0.0,2.0
3694,0.0,1.0
3350,0.0,1.0
3489,1.0,2.0
3936,1.0,1.0
3310,0.0,2.0
2429,1.0,3.0
3753,1.0,1.0
2432,0.0,2.0
3378,0.0,3.0
2178,1.0,1.0
2997,0.0,2.0
3353,1.0,3.0
3285,0.0,2.0
3743,1.0,3.0
3901,0.0,1.0
3773,0.0,3.0
2349,0.0,2.0
3237,0.0,1.0
3034,1.0,2.0
2009,2.0,0.0
3283,0.0,3.0
2328,0.0,2.0
3956,0.0,3.0
3679,0.0,2.0
3229,1.0,1.0
2153,0.0,1.0
2053,0.0,3.0
2874,1.0,1.0
2472,1.0,3.0
2145,1.0,2.0
3838,1.0,0.0
3173,0.0,2.0
3261,0.0,2.0
3117,1.0,3.0
3573,0.0,3.0
2764,0.0,3.0
3711,1.0,0.0
2085,3.0,1.0
3448,0.0,3.0
2372,1.0,1.0
3370,1.0,3.0
2369,1.0,2.0
3855,0.0,2.0
3643,1.0,0.0
2075,1.0,3.0
3365,1.0,2.0
2151,0.0,3.0
2855,0.0,2.0
3941,0.0,2.0
3049,0.0,3.0
3910,0.0,1.0
3650,1.0,2.0
3430,0.0,3.0
3994,0.0,1.0
2801,1.0,0.0
2191,1.0,2.0
2617,0.0,2.0
3406,1.0,1.0
3751,1.0,1.0
2317,1.0,1.0
3630,1.0,1.0
3845,2.0,2.0
3441,0.0,3.0
2865,1.0,2.0
3633,0.0,1.0
2067,1.0,1.0
2878,0.0,1.0
3691,1.0,0.0
3531,2.0,1.0
2491,1.0,1.0
3733,0.0,2.0
2953,1.0,2.0
3553,1.0,1.0
3257,1.0,0.0
2215,0.0,2.0
3362,1.0,1.0
3032,1.0,1.0
