,years_experience,degree,nr_commits,nr_languages,nr_stars
3141,3.0,1.0,34.0,2.0,4.0
2878,0.0,2.0,3.0,13.0,6.0
3772,2.0,2.0,26.0,2.0,5.0
2141,2.0,0.0,25.0,8.0,3.0
3245,2.0,0.0,24.0,3.0,4.0
3478,3.0,0.0,30.0,9.0,1.0
2957,3.0,0.0,32.0,10.0,5.0
3119,2.0,0.0,26.0,1.0,3.0
3837,2.0,1.0,22.0,3.0,1.0
2759,2.0,0.0,24.0,6.0,4.0
3583,2.0,0.0,28.0,4.0,3.0
3973,1.0,1.0,14.0,11.0,1.0
3148,0.0,0.0,7.0,1.0,3.0
2629,0.0,0.0,4.0,3.0,0.0
3142,1.0,2.0,12.0,2.0,7.0
2241,2.0,0.0,25.0,3.0,1.0
2204,0.0,0.0,3.0,8.0,1.0
3936,3.0,0.0,32.0,0.0,5.0
3045,3.0,0.0,32.0,2.0,4.0
3914,1.0,2.0,14.0,14.0,3.0
2439,3.0,0.0,33.0,4.0,5.0
3349,2.0,0.0,21.0,4.0,3.0
3750,2.0,0.0,23.0,2.0,7.0
3176,1.0,0.0,12.0,1.0,1.0
2019,2.0,0.0,24.0,1.0,3.0
3113,0.0,2.0,1.0,3.0,3.0
3069,2.0,0.0,23.0,5.0,4.0
3916,1.0,2.0,13.0,8.0,7.0
3566,3.0,1.0,35.0,6.0,7.0
2538,0.0,2.0,5.0,3.0,1.0
3009,1.0,0.0,12.0,0.0,6.0
2832,2.0,0.0,24.0,6.0,2.0
2198,1.0,0.0,12.0,3.0,0.0
3599,1.0,2.0,16.0,5.0,1.0
3665,3.0,0.0,34.0,0.0,2.0
2549,0.0,0.0,6.0,1.0,1.0
2999,0.0,1.0,8.0,2.0,5.0
2325,1.0,0.0,14.0,0.0,0.0
2992,1.0,2.0,14.0,10.0,2.0
3674,2.0,0.0,23.0,3.0,5.0
3616,1.0,1.0,16.0,5.0,7.0
2756,2.0,1.0,25.0,8.0,2.0
2232,0.0,2.0,6.0,1.0,10.0
3847,2.0,0.0,23.0,2.0,0.0
2199,0.0,1.0,3.0,0.0,6.0
3089,3.0,0.0,34.0,0.0,5.0
3124,3.0,0.0,32.0,1.0,8.0
3663,1.0,1.0,18.0,0.0,4.0
3951,2.0,0.0,31.0,0.0,8.0
2357,1.0,2.0,15.0,0.0,5.0
3117,1.0,1.0,14.0,5.0,2.0
2988,0.0,2.0,4.0,8.0,7.0
3054,2.0,2.0,20.0,6.0,6.0
2280,1.0,0.0,20.0,0.0,4.0
2577,3.0,0.0,32.0,6.0,4.0
2505,2.0,0.0,27.0,9.0,4.0
3523,2.0,0.0,24.0,1.0,10.0
2826,0.0,2.0,3.0,7.0,5.0
3530,2.0,0.0,22.0,3.0,4.0
3828,3.0,0.0,31.0,7.0,8.0
3485,2.0,0.0,23.0,8.0,1.0
2677,0.0,0.0,3.0,2.0,4.0
2501,1.0,1.0,13.0,5.0,4.0
3635,3.0,0.0,32.0,6.0,0.0
3839,2.0,0.0,22.0,4.0,4.0
2704,2.0,0.0,23.0,4.0,11.0
3169,2.0,0.0,27.0,6.0,2.0
2809,0.0,2.0,3.0,1.0,0.0
3945,1.0,0.0,14.0,0.0,9.0
3207,1.0,0.0,14.0,10.0,4.0
2663,3.0,0.0,33.0,10.0,2.0
2347,0.0,0.0,8.0,1.0,2.0
2314,3.0,0.0,37.0,5.0,2.0
3505,1.0,2.0,12.0,4.0,5.0
2791,0.0,0.0,4.0,0.0,0.0
2579,3.0,0.0,36.0,8.0,1.0
3077,1.0,1.0,15.0,1.0,2.0
3806,0.0,1.0,0.0,10.0,7.0
3248,0.0,1.0,2.0,2.0,3.0
3455,3.0,0.0,37.0,2.0,2.0
3421,2.0,0.0,22.0,1.0,4.0
3714,0.0,0.0,3.0,1.0,1.0
3418,3.0,0.0,34.0,2.0,10.0
3251,1.0,0.0,16.0,3.0,3.0
2659,1.0,0.0,11.0,8.0,3.0
3203,0.0,0.0,11.0,9.0,3.0
3122,0.0,1.0,3.0,5.0,1.0
3133,2.0,0.0,22.0,1.0,1.0
2156,2.0,0.0,25.0,0.0,6.0
2745,0.0,0.0,5.0,2.0,3.0
3925,1.0,0.0,11.0,5.0,4.0
3627,0.0,2.0,5.0,8.0,8.0
2966,1.0,1.0,13.0,3.0,2.0
2518,1.0,1.0,14.0,4.0,3.0
3669,2.0,1.0,22.0,9.0,11.0
3597,1.0,1.0,14.0,4.0,5.0
3220,2.0,1.0,26.0,4.0,0.0
3754,2.0,0.0,26.0,4.0,3.0
2938,1.0,1.0,12.0,1.0,1.0
3919,2.0,0.0,27.0,10.0,6.0
3978,1.0,0.0,15.0,2.0,1.0
3290,2.0,0.0,26.0,3.0,6.0
2817,3.0,0.0,37.0,7.0,7.0
2340,1.0,0.0,11.0,2.0,1.0
2343,1.0,0.0,13.0,2.0,6.0
2691,2.0,1.0,26.0,3.0,8.0
3229,0.0,0.0,4.0,4.0,5.0
3958,2.0,0.0,20.0,1.0,4.0
2904,0.0,0.0,4.0,3.0,1.0
2115,2.0,0.0,22.0,3.0,5.0
3929,0.0,2.0,3.0,4.0,6.0
2207,1.0,0.0,14.0,3.0,8.0
2048,1.0,0.0,14.0,9.0,9.0
3202,1.0,0.0,10.0,1.0,3.0
3517,1.0,0.0,11.0,8.0,9.0
2584,2.0,0.0,22.0,10.0,4.0
2731,1.0,0.0,15.0,7.0,1.0
3001,1.0,1.0,17.0,2.0,6.0
2744,1.0,1.0,11.0,4.0,3.0
3437,1.0,1.0,11.0,3.0,4.0
2435,3.0,0.0,37.0,1.0,2.0
3621,3.0,0.0,31.0,1.0,3.0
2446,2.0,1.0,23.0,9.0,3.0
2137,1.0,2.0,11.0,2.0,3.0
3946,2.0,0.0,26.0,4.0,5.0
3697,0.0,0.0,5.0,0.0,2.0
3862,1.0,1.0,15.0,0.0,5.0
3724,1.0,0.0,17.0,1.0,2.0
3992,0.0,2.0,11.0,2.0,3.0
2239,1.0,1.0,15.0,14.0,10.0
3086,0.0,0.0,4.0,9.0,4.0
2416,2.0,1.0,21.0,2.0,1.0
2098,1.0,0.0,13.0,5.0,12.0
2175,0.0,2.0,4.0,0.0,1.0
2066,0.0,0.0,4.0,5.0,5.0
3860,1.0,2.0,15.0,11.0,5.0
3008,2.0,0.0,22.0,7.0,0.0
2165,1.0,1.0,15.0,0.0,4.0
3272,1.0,0.0,13.0,5.0,2.0
2418,2.0,0.0,28.0,7.0,3.0
3159,1.0,0.0,17.0,15.0,2.0
2735,2.0,0.0,26.0,6.0,3.0
2386,2.0,0.0,25.0,2.0,5.0
3356,2.0,0.0,25.0,8.0,1.0
2427,1.0,0.0,12.0,1.0,2.0
3883,1.0,0.0,11.0,1.0,7.0
3003,2.0,0.0,27.0,4.0,0.0
2210,1.0,0.0,16.0,0.0,8.0
2687,1.0,1.0,14.0,2.0,3.0
3680,1.0,0.0,14.0,2.0,5.0
2863,1.0,0.0,14.0,1.0,8.0
3384,2.0,0.0,21.0,4.0,5.0
3675,1.0,2.0,11.0,1.0,5.0
3360,2.0,0.0,21.0,15.0,3.0
3387,2.0,1.0,27.0,8.0,2.0
3486,3.0,0.0,33.0,3.0,2.0
2845,3.0,0.0,35.0,4.0,5.0
3691,1.0,1.0,12.0,6.0,3.0
3758,3.0,0.0,33.0,4.0,1.0
3416,1.0,0.0,15.0,1.0,1.0
2758,3.0,0.0,34.0,8.0,0.0
2093,2.0,0.0,22.0,4.0,5.0
2775,2.0,0.0,20.0,0.0,2.0
3944,3.0,0.0,31.0,8.0,2.0
2380,2.0,0.0,25.0,3.0,4.0
3103,0.0,2.0,1.0,9.0,1.0
2275,4.0,0.0,43.0,6.0,4.0
2716,2.0,1.0,21.0,2.0,7.0
3287,1.0,0.0,16.0,6.0,9.0
3923,0.0,0.0,4.0,2.0,2.0
3760,2.0,0.0,25.0,5.0,1.0
2919,1.0,0.0,14.0,4.0,7.0
2131,0.0,2.0,7.0,1.0,9.0
2088,1.0,1.0,10.0,9.0,4.0
3322,2.0,0.0,23.0,3.0,6.0
2685,0.0,2.0,4.0,9.0,1.0
3532,2.0,0.0,21.0,0.0,1.0
3043,2.0,0.0,23.0,3.0,7.0
2864,1.0,0.0,13.0,4.0,5.0
2323,2.0,1.0,22.0,10.0,5.0
2186,2.0,0.0,21.0,3.0,4.0
2465,2.0,0.0,26.0,1.0,5.0
3704,0.0,1.0,3.0,4.0,2.0
2454,2.0,1.0,22.0,1.0,3.0
3575,2.0,0.0,21.0,6.0,2.0
3708,0.0,0.0,1.0,5.0,2.0
2300,2.0,0.0,23.0,1.0,2.0
2693,2.0,0.0,24.0,5.0,2.0
3390,0.0,0.0,5.0,2.0,14.0
3598,1.0,2.0,19.0,3.0,10.0
2143,2.0,0.0,24.0,5.0,8.0
2972,1.0,1.0,11.0,0.0,4.0
3681,1.0,0.0,12.0,0.0,1.0
