,y_hat
332,False
210,False
285,False
201,False
242,False
386,False
308,False
377,False
390,False
240,False
228,False
209,False
372,False
365,False
286,False
207,False
313,False
345,False
297,False
222,False
281,False
318,False
218,False
232,False
363,False
393,False
292,False
211,False
396,False
305,False
340,False
294,False
317,False
397,False
254,False
253,False
309,False
296,False
310,False
334,False
274,False
267,False
321,False
269,False
358,False
224,False
392,False
384,False
382,False
273,False
