,years_experience,degree,nr_commits,nr_languages,nr_stars
3598,1.0,2.0,842.0,3.0,10.0
3569,1.0,1.0,849.0,7.0,1.0
2685,0.0,2.0,3.0,9.0,10.0
3310,0.0,0.0,845.0,6.0,3.0
3956,2.0,0.0,851.0,2.0,2.0
3009,1.0,0.0,845.0,0.0,6.0
2758,3.0,0.0,853.0,8.0,10.0
3272,1.0,0.0,848.0,5.0,2.0
2401,1.0,1.0,849.0,4.0,8.0
2977,0.0,0.0,846.0,0.0,1.0
2641,3.0,0.0,1862.0,11.0,10.0
2325,1.0,0.0,855.0,0.0,0.0
2886,0.0,1.0,848.0,4.0,7.0
2465,2.0,0.0,848.0,1.0,5.0
2691,2.0,1.0,855.0,3.0,8.0
3442,0.0,2.0,2.0,5.0,10.0
3396,2.0,0.0,852.0,4.0,5.0
3715,1.0,0.0,850.0,9.0,3.0
2454,2.0,1.0,843.0,1.0,3.0
2098,1.0,0.0,852.0,5.0,12.0
3486,3.0,0.0,1858.0,3.0,10.0
3068,1.0,0.0,842.0,7.0,0.0
3141,3.0,1.0,848.0,2.0,10.0
3694,1.0,1.0,847.0,0.0,7.0
2783,2.0,0.0,852.0,0.0,1.0
2749,2.0,0.0,850.0,11.0,3.0
2247,1.0,1.0,850.0,0.0,3.0
3699,2.0,1.0,849.0,5.0,5.0
3748,1.0,1.0,850.0,6.0,2.0
2766,0.0,1.0,850.0,4.0,0.0
2309,2.0,1.0,854.0,4.0,4.0
2350,1.0,0.0,855.0,15.0,5.0
3086,0.0,0.0,847.0,9.0,4.0
3975,1.0,1.0,847.0,7.0,6.0
3847,2.0,0.0,845.0,2.0,0.0
2644,0.0,0.0,854.0,5.0,6.0
3906,1.0,0.0,849.0,4.0,3.0
3151,1.0,0.0,852.0,4.0,6.0
2586,2.0,0.0,850.0,3.0,3.0
3777,1.0,2.0,3.0,4.0,10.0
2623,0.0,1.0,847.0,0.0,3.0
2716,2.0,1.0,847.0,2.0,7.0
3897,1.0,1.0,846.0,6.0,7.0
3275,2.0,0.0,848.0,1.0,3.0
2453,0.0,0.0,847.0,2.0,1.0
2904,0.0,0.0,849.0,3.0,1.0
3884,3.0,1.0,843.0,0.0,10.0
2044,1.0,0.0,846.0,5.0,0.0
3324,0.0,1.0,847.0,1.0,9.0
2369,1.0,0.0,846.0,2.0,5.0
2627,1.0,0.0,845.0,5.0,5.0
2533,0.0,1.0,856.0,7.0,2.0
3158,0.0,0.0,848.0,6.0,2.0
3119,2.0,0.0,850.0,1.0,3.0
2681,3.0,0.0,862.0,1.0,10.0
2660,3.0,0.0,1858.0,2.0,10.0
3541,2.0,0.0,851.0,9.0,8.0
2994,1.0,1.0,848.0,7.0,4.0
3319,3.0,0.0,1858.0,0.0,10.0
2516,1.0,2.0,845.0,3.0,10.0
2629,0.0,0.0,844.0,3.0,0.0
3322,2.0,0.0,851.0,3.0,6.0
2237,3.0,1.0,853.0,5.0,10.0
2991,2.0,0.0,851.0,5.0,6.0
2982,1.0,0.0,845.0,3.0,7.0
2762,2.0,0.0,1853.0,1.0,2.0
2189,3.0,0.0,1852.0,3.0,10.0
3013,3.0,0.0,850.0,2.0,10.0
2934,2.0,0.0,849.0,12.0,3.0
2596,0.0,1.0,857.0,6.0,4.0
2503,0.0,0.0,849.0,0.0,2.0
