r_type,t_type,eta_mean,gamma_mean,perc_recomm_found_mean,eta_obs_mean,eta_obs_individualized_mean,eta_obs_refits_batch0_mean_mean,gamma_obs_mean,intv-cost_mean,eta_std,gamma_std,perc_recomm_found_std,eta_obs_std,eta_obs_individualized_std,eta_obs_refits_batch0_mean_std,gamma_obs_std,intv-cost_std
individualized,acceptance,0.75,0.75,1.0,1.0,,0.9420000116030375,0.17000000178813934,4.383,0.0,0.0,0.0,0.0,,0.043266579002714585,0.026457513223288546,0.5121435345681908
individualized,acceptance,0.9499999999999998,0.9499999999999998,1.0,1.0,,0.8626667062441508,0.1633333365122477,4.259333333333333,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,,0.06862459888816269,0.02081666281025404,0.5007797253616936
subpopulation,acceptance,0.75,0.75,1.0,0.9333333333333332,,0.8926666776339213,0.22000000377496085,3.0475,0.0,0.0,0.0,0.025166114784235798,,0.02548204961420451,0.03605550936571233,0.01343502884254512
subpopulation,acceptance,0.9499999999999998,0.9499999999999998,1.0,0.9899999999999999,,0.8746666510899862,0.1366666704416275,4.316666666666666,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.010000000000000009,,0.06700251921858043,0.023094014552988377,0.5098159798724757
individualized,counterfactual,0.75,0.75,1.0,0.9933333333333333,,0.9386666615804037,0.07666666557391484,2.596,0.0,0.0,0.0,0.011547005383792525,,0.04838732321452888,0.005773501487449737,0.20146463709544615
individualized,counterfactual,0.9499999999999998,0.9499999999999998,1.0,0.9933333333333333,,0.8626666863759359,0.07666666557391484,4.383,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.011547005383792525,,0.07203705435514095,0.005773501487449737,0.5121435345681908
individualized,improvement,0.75,0.75,1.0,0.93,1.0,0.9313333034515381,1.0,4.234333333333333,0.0,0.0,0.0,0.026457513110645866,0.0,0.028023801609990122,0.0,0.491976964230372
individualized,improvement,0.9499999999999998,0.9499999999999998,1.0,1.0,1.0,1.0,1.0,5.006666666666667,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.0,0.0,0.0,0.0,0.33245952134558165
subpopulation,improvement,0.75,0.75,1.0,0.7533333333333334,,0.7540000279744467,1.0,4.107666666666667,0.0,0.0,0.0,0.06350852961085883,,0.06584830639050883,0.0,0.46347635682236576
subpopulation,improvement,0.9499999999999998,0.9499999999999998,1.0,0.93,,0.9300000071525574,1.0,3.4946666666666673,1.3597399555105182e-16,1.3597399555105182e-16,0.0,0.019999999999999962,,0.019999980926513672,0.0,0.2552671802902469
