ix,goal_cost,intv_cost
1938,0.778,1.2
1961,0.757,6.9
1154,0.78,3.9
1298,0.761,5.0
1158,0.762,4.9
1743,0.759,11.5
1560,0.751,4.8
1590,0.758,8.9
1538,0.774,2.4000000000000004
1883,0.753,5.4
1516,0.775,1.7999999999999998
1229,0.764,1.8
1161,0.757,9.399999999999999
1439,0.754,9.399999999999999
1204,0.754,6.1
1701,0.756,0.8999999999999999
1964,0.759,5.300000000000001
1336,0.756,0.8
1607,0.755,14.7
1182,0.761,2.1
1781,0.76,6.7
1270,0.838,1.5
1842,0.762,11.2
1546,0.758,7.0
1006,0.752,3.3999999999999995
1804,0.76,9.8
1332,0.763,7.6000000000000005
1250,0.758,7.0
1059,0.766,1.4000000000000001
1084,0.804,1.5
1794,0.756,4.6
1042,0.753,5.9
1711,0.751,1.4
1065,0.764,2.3
1434,0.754,8.0
1218,0.769,2.2
1956,0.752,1.4
1561,0.783,1.0
1470,0.763,2.2
1119,0.763,5.9
1368,0.751,7.800000000000001
1491,0.8519999980926514,1.0
1947,0.756,3.3
1937,0.756,7.0
1034,0.753,16.1
1473,0.752,1.2999999999999998
1681,0.763,4.199999999999999
1808,0.758,9.1
1652,0.776,3.9000000000000004
1936,0.766,4.1
1455,0.764,1.7000000000000002
1440,0.764,2.3
1449,0.752,3.4000000000000004
1518,0.759,3.4000000000000004
1882,0.815,0.7999999999999999
1226,0.758,5.5
1306,0.752,4.1
1562,0.781,5.3
1212,0.755,3.6
1733,0.754,3.4000000000000004
1692,0.761,9.399999999999999
1959,0.757,6.800000000000001
1257,0.758,1.2000000000000002
1108,0.804,0.7999999999999999
1016,0.756,10.8
1443,0.781,4.0
1235,0.752,2.7
1602,0.775,1.1
1623,0.764,3.2
1103,0.782,0.8
1980,0.753,2.1
1147,0.755,11.3
1467,0.757,3.8
1519,0.759,2.7
1256,0.753,8.0
1978,0.758,10.2
1494,0.763,3.3000000000000003
1244,0.755,2.0999999999999996
1338,0.759,2.5
1007,0.781,2.1
1316,0.752,11.0
1572,0.751,3.6
1658,0.767,0.7
1303,0.752,2.7
1238,0.751,13.4
1731,0.761,10.0
1272,0.76,16.1
1375,0.763,6.6
1873,0.778,4.4
1453,0.767,4.3
1259,0.769,3.6999999999999997
1894,0.755,12.5
1496,0.753,3.0
1279,0.757,2.6
1413,0.756,0.8
1931,0.76,2.5
1612,0.753,7.6
1405,0.78,0.9
1820,0.781000018119812,1.5
1913,0.778,1.0
