,years_experience,degree
375,0.0,1.0
241,1.0,1.0
345,3.0,1.0
339,1.0,3.0
393,1.0,1.0
205,2.0,1.0
217,0.0,3.0
220,0.0,1.0
219,0.0,1.0
307,0.0,1.0
286,2.0,1.0
373,1.0,1.0
329,1.0,0.0
394,2.0,1.0
395,2.0,1.0
281,1.0,1.0
250,3.0,1.0
268,2.0,0.0
292,3.0,1.0
207,0.0,2.0
310,1.0,0.0
330,2.0,0.0
265,1.0,1.0
318,1.0,1.0
365,0.0,3.0
297,1.0,1.0
296,2.0,1.0
385,1.0,2.0
313,1.0,0.0
259,2.0,1.0
369,3.0,1.0
378,0.0,3.0
302,2.0,0.0
239,0.0,3.0
276,3.0,1.0
235,0.0,2.0
379,2.0,1.0
275,1.0,3.0
392,2.0,0.0
209,1.0,1.0
221,2.0,1.0
231,1.0,2.0
300,1.0,2.0
270,1.0,1.0
293,0.0,2.0
283,2.0,0.0
362,0.0,2.0
398,0.0,3.0
364,0.0,1.0
359,1.0,2.0
