,x1,x2
1144,2.0,4.1
1592,1.2,3.3
1954,1.2,-0.0
1776,3.1,6.1
1306,0.9,0.0
1971,2.1,0.0
1108,1.2,-0.0
1344,1.2,0.0
1152,1.5,0.0
1230,0.1,5.1
1132,1.4,0.0
1523,1.2,2.4
1240,1.6,0.0
1117,-0.0,3.8
1122,4.4,8.8
1923,2.0,0.0
1463,0.9,3.3
1043,2.1,4.3
1013,1.3,2.1
1097,1.8,3.6
1603,2.3,4.6
1799,2.1,4.1
1586,1.4,-0.0
1821,1.8,0.0
1320,1.1,-0.0
1732,1.9,0.0
1946,1.6,4.7
1494,1.7,0.0
1257,2.4,-0.0
1426,1.8,-0.0
1880,2.2,4.3
1336,2.2,0.0
1129,2.4,5.0
1504,1.2,0.0
1429,1.6,3.2
1380,1.2,0.0
1602,1.2,-0.0
1853,1.3,-0.0
1284,3.1,6.2
1881,1.7,0.0
1432,1.4,-0.0
1830,1.8,0.0
1004,0.8,0.0
1649,2.0,0.0
1554,1.6,3.2
1813,2.3,4.7
1614,1.8,0.0
1708,1.7,3.3
1467,1.9,3.8
1220,1.1,0.0
1137,1.6,-0.0
1966,0.3,6.1
1383,1.4,0.0
1185,2.7,4.5
1049,0.9,0.0
1142,1.7,0.0
1148,1.9,3.9
1918,1.9,0.0
1533,2.5,5.1
1000,3.0,5.9
1381,3.0,-0.0
1015,1.3,-0.0
1423,1.7,-0.0
1876,1.6,-0.0
1030,1.0,-0.0
1882,1.9,4.7
1139,2.3,0.0
1166,1.4,2.7
1985,1.3,-0.0
1987,0.1,4.1
1242,2.3,4.7
1026,3.3,6.6
1861,1.1,0.0
1285,1.2,-0.0
1805,1.8,-0.0
1162,1.4,2.6
1069,1.6,3.2
1936,1.3,-0.0
1081,1.7,0.0
1769,0.9,0.0
1356,0.5,6.1
1685,2.1,4.1
1511,0.9,-0.0
1515,3.3,4.2
1337,1.6,0.0
1499,1.2,-0.0
1652,1.5,-0.0
1329,1.8,0.0
1118,1.8,-0.0
1974,1.7,2.7
1545,1.4,-0.0
1814,1.6,-0.0
1177,1.8,3.3
1958,3.5,6.0
1374,0.2,3.6
1551,1.2,2.3
1637,2.0,4.1
1980,1.9,-0.0
1353,2.2,0.0
1875,1.8,0.0
