,y_hat
1735,False
1910,False
1344,False
1807,False
1987,False
1100,False
1070,False
1855,False
1102,False
1992,False
1423,False
1223,False
1942,False
1401,False
1065,False
1509,False
1161,False
1582,False
1410,False
1221,False
1382,False
1730,False
1408,False
1905,False
1129,False
1227,False
1496,False
1081,False
1074,False
1551,False
1270,False
1177,False
1732,False
1321,False
1918,False
1188,False
1359,False
1672,False
1524,False
1685,False
1554,False
1875,False
1740,False
1292,False
1302,False
1305,False
1278,False
1677,False
1675,False
1122,False
1084,False
1422,False
1909,False
1528,False
1276,False
1030,False
1759,False
1603,False
1865,False
1253,False
1357,False
1195,False
1297,False
1329,False
1804,False
1384,False
1863,False
1954,False
1308,False
1966,False
1668,False
1533,False
1390,False
1776,False
1240,False
1231,False
1731,False
1176,False
1593,False
1811,False
1512,False
1523,False
1947,False
1069,False
1829,False
1649,False
1790,False
1764,False
1432,False
1622,False
1882,False
1974,False
1374,False
1029,False
1351,False
1451,False
1222,False
1472,False
1733,False
1373,False
