,age,gender,experience,loan_amount,loan_duration,income,saving
7706,-32.999657,1.0,-0.36695436,5.0183287,12.540935,-1.5144346,-0.21060905
9237,-31.840656,1.0,-0.39248085,1.246599,1.5961571,-1.4727135,0.14895535
7250,-32.241222,1.0,-0.3732217,4.289229,10.261416,-1.5212066,0.10085869
6760,-29.932262,1.0,-0.3674024,6.2850614,16.276176,-1.5634985,-0.010163116
7007,-32.761833,1.0,-0.3875727,2.1274216,3.3213384,-1.5103784,-0.31638947
5240,-32.708954,1.0,-0.36989963,4.9030476,11.313433,-1.5157819,-0.61866605
7733,-33.44089,1.0,-0.3785137,3.3087635,7.209223,-1.5361369,-0.109587096
5612,-31.868942,1.0,-0.3754498,4.2972817,9.912739,-1.7057433,0.028755952
8922,-32.687996,1.0,-0.39145327,1.1205215,0.94376147,-1.6193461,-0.04433422
6093,-32.721565,1.0,-0.39117527,1.2550936,0.9584598,-1.6853216,-0.01243639
7584,-31.966501,1.0,-0.36708367,5.8485775,13.867559,-1.7510267,-0.38435593
6924,-32.86237,1.0,-0.38259742,3.0689013,5.755261,-1.5686249,-0.08723297
9670,-30.82498,1.0,-0.38491902,3.5681283,6.4894814,-1.5105636,0.032920647
5150,-31.859936,1.0,-0.37345552,4.3838034,10.549952,-1.5194108,0.16150245
5540,-31.187904,1.0,-0.38066107,3.1715093,8.760134,-1.6183778,-0.26828995
5681,-32.532455,1.0,-0.3880561,2.0276756,3.406242,-1.5049409,-0.7227451
7769,-31.80229,1.0,-0.44078866,9.096164,24.854723,6.0295553,-0.7589218
6427,-31.954672,1.0,-0.43432447,10.001412,27.75683,6.9372687,-0.18087158
5691,-32.323853,1.0,-0.3463231,7.5320864,21.888123,-1.6558555,0.12894516
9028,-31.283375,1.0,-0.35892972,6.6332755,18.598116,-1.629895,-0.82450485
7531,-32.895267,1.0,-0.3916649,1.2234623,0.6358113,-1.429247,-0.20034495
5947,-29.155931,1.0,-0.3839918,1.1131698,9.646772,1.3733914,0.13110237
8891,-33.20316,1.0,-0.39156246,1.3314782,0.56582165,-1.6209186,-0.38150185
6348,-33.1242,1.0,-0.36521363,5.0175047,13.614742,-1.5066745,0.09349289
7738,-31.826067,1.0,-0.3786069,3.7444057,8.638071,-1.4606485,-0.4214695
7425,-33.21852,1.0,-0.36167055,5.4598956,15.366503,-2.0651338,-0.74872285
9280,-31.363571,1.0,-0.3648064,5.684106,15.368567,-1.597245,-0.7143906
