,h_post,h_post_individualized
863,0.64,
684,0.64,
993,0.5,
722,0.58,
833,0.46,
639,0.44,
671,0.5,
871,0.52,
804,0.52,
538,0.76,
864,0.56,
957,0.6,
679,0.7,
780,0.54,
968,0.38,
523,0.38,
725,0.58,
921,0.64,
505,0.5,
577,0.94,
895,0.42,
609,0.4,
549,0.5,
598,0.48,
987,0.54,
701,0.78,
582,0.6,
670,0.62,
521,0.94,
644,0.58,
998,0.5,
685,0.48,
700,0.58,
860,0.66,
907,0.52,
787,0.52,
742,0.52,
581,0.64,
784,0.5,
870,0.52,
709,0.54,
766,0.56,
747,0.68,
924,0.5,
754,0.54,
638,0.56,
708,0.68,
790,0.56,
769,0.52,
958,0.54,
616,0.5,
901,0.42,
669,0.5,
922,0.62,
937,0.66,
557,0.44,
843,0.5,
875,0.5,
568,0.62,
608,0.64,
512,0.5,
529,0.52,
677,0.48,
752,0.54,
999,0.5,
985,0.82,
913,0.68,
543,0.52,
823,0.46,
876,0.52,
816,0.66,
580,0.74,
745,0.5,
879,0.52,
970,0.52,
866,0.68,
645,0.5,
899,0.54,
898,0.62,
819,0.5,
623,0.62,
652,0.54,
635,0.52,
905,0.76,
502,0.58,
915,0.52,
803,0.5,
882,0.46,
785,0.64,
774,0.64,
600,0.66,
667,0.54,
654,0.9,
720,0.66,
625,0.72,
588,0.5,
517,0.5,
525,0.5,
836,0.52,
753,0.44,
