,y_hat
1568,False
1240,False
1951,False
1549,False
1918,False
1724,False
1014,False
1779,False
1067,False
1983,False
1402,False
1382,False
1620,False
1170,False
1685,False
1080,False
1947,False
1655,False
1405,False
1398,False
1293,False
1157,False
1630,False
1578,False
1222,False
1089,False
1606,False
1437,False
1945,False
1292,False
1420,False
1133,False
1282,False
1241,False
1379,False
1145,False
1051,False
1025,False
1015,False
1750,False
1348,False
1072,False
1659,False
1554,False
1494,False
1807,False
1443,False
1960,False
1681,False
1307,False
1346,False
1146,False
1331,False
1847,False
1024,False
1842,False
1323,False
1820,False
1141,False
1479,False
1180,False
1880,False
1680,False
1212,False
1319,False
1665,False
1031,False
1500,False
1858,False
1373,False
1486,False
1279,False
1747,False
1758,False
1800,False
1969,False
1168,False
1140,False
1447,False
1890,False
1002,False
1733,False
1091,False
1582,False
1012,False
1284,False
1214,False
1669,False
1250,False
1623,False
1048,False
1965,False
1962,False
1644,False
1106,False
1053,False
1492,False
1360,False
1205,False
1562,False
