ix,goal_cost,intv_cost
1070,1.0,3.0
1148,0.786,1.5
1402,0.864,1.6
1763,1.0,2.0
1829,1.0,0.4
1567,1.0,3.5
1327,1.0,0.5
1379,1.0,1.6
1478,1.0,1.0
1369,0.818,0.7
1257,1.0,3.8
1680,1.0,3.2
1286,1.0,4.0
1493,0.778,2.4
1168,0.756,0.7
1222,1.0,4.5
1230,0.774,0.3
1927,1.0,3.4
1073,1.0,3.9000000000000004
1490,1.0,3.2
1068,1.0,2.2
1028,0.848,0.5
1918,1.0,1.3
1084,1.0,2.4
1472,1.0,1.4
1175,1.0,1.7
1707,0.978,1.0
1097,0.99,0.8999999999999999
1291,1.0,4.1
1841,0.772,0.3
1675,0.918,1.9
1129,1.0,3.5999999999999996
1329,1.0,2.1
1118,1.0,1.9
1495,1.0,0.30000000000000004
1981,1.0,2.3000000000000003
1776,0.978,5.3
1671,1.0,1.1
1484,1.0,1.7000000000000002
1171,1.0,4.1
1454,1.0,1.6
1536,1.0,3.0
1613,0.834,0.4
1735,0.774,0.4
1467,1.0,1.3
1794,1.0,5.5
1923,0.992,1.4
1157,1.0,0.4
1878,0.782,4.1
1185,1.0,2.9
1901,1.0,1.0
1202,1.0,3.2
1830,0.864,1.6
1396,0.79,4.7
1278,1.0,2.7
1838,0.762,0.6
1732,1.0,1.5
1779,1.0,13.1
1204,0.774,0.5
1325,1.0,2.4000000000000004
1502,1.0,7.2
1351,1.0,1.5
1669,1.0,0.7999999999999999
1170,1.0,5.199999999999999
1696,1.0,3.5
1637,1.0,1.9
1640,1.0,0.6
1657,1.0,0.5
1081,1.0,0.1
1996,1.0,5.9
1482,1.0,1.2
1623,0.758,1.0
1674,0.774,0.6
1580,1.0,1.2
1063,0.772,0.6
1515,1.0,3.7
1038,0.834,1.3
1401,1.0,7.5
1094,0.826,1.0
1083,1.0,0.4
1283,1.0,0.30000000000000004
1622,1.0,2.4
1977,1.0,2.0
1039,0.774,1.6
1582,1.0,1.4
1570,0.796,3.5
1242,1.0,2.9000000000000004
1512,0.846,1.3
1014,1.0,0.9
1335,0.772,2.2
1672,1.0,0.30000000000000004
1906,1.0,0.5
1288,1.0,0.3
1100,1.0,0.9
1453,1.0,5.9
1649,0.996,2.3000000000000003
1287,1.0,2.9
1188,1.0,4.8
1431,1.0,1.6
1577,0.754,0.2
