,senior-level_skill
2605,0.0
2030,0.0
3894,0.0
2537,0.0
3576,0.0
3925,0.0
2924,0.0
2238,0.0
2528,0.0
2422,0.0
2838,0.0
3041,0.0
3559,0.0
2720,0.0
3464,0.0
3519,0.0
3791,0.0
2146,0.0
2565,0.0
3046,0.0
3655,0.0
2026,0.0
2913,0.0
2005,0.0
2478,0.0
3560,0.0
3049,0.0
3382,0.0
2108,0.0
3583,0.0
3940,0.0
3844,0.0
3877,0.0
2494,0.0
3011,0.0
3282,0.0
2414,0.0
3514,0.0
3647,0.0
3594,0.0
2816,0.0
2963,0.0
2647,0.0
3712,0.0
3801,0.0
3661,0.0
3321,0.0
2910,0.0
3404,0.0
3392,0.0
3433,0.0
2834,0.0
2604,0.0
3353,0.0
3338,0.0
3090,0.0
3728,0.0
2462,0.0
2774,0.0
2579,0.0
2644,0.0
2806,0.0
3361,0.0
2784,0.0
2620,0.0
3112,0.0
2653,0.0
2786,0.0
3680,0.0
3206,0.0
2381,0.0
2432,0.0
2596,0.0
3623,0.0
3941,0.0
2542,0.0
3446,0.0
3818,0.0
3638,0.0
3124,0.0
3891,0.0
2465,0.0
3158,0.0
3599,0.0
3251,0.0
2464,0.0
3871,0.0
2884,0.0
2874,0.0
2804,0.0
2424,0.0
2736,0.0
2307,0.0
3587,0.0
2613,0.0
3465,0.0
2673,0.0
3967,0.0
3177,0.0
3566,0.0
3509,0.0
3636,0.0
2492,0.0
3274,0.0
3892,0.0
3691,0.0
3015,0.0
3113,0.0
2750,0.0
3286,0.0
2951,0.0
2037,0.0
2532,0.0
3595,0.0
2060,0.0
3784,0.0
2159,0.0
3234,0.0
3937,0.0
2550,0.0
2584,0.0
2622,0.0
3945,0.0
2525,0.0
2064,0.0
3699,0.0
3379,0.0
2075,0.0
2891,0.0
2637,0.0
2374,0.0
3523,0.0
2959,0.0
3912,0.0
3466,0.0
3025,0.0
2453,0.0
3225,0.0
3800,0.0
3081,0.0
2762,0.0
2785,0.0
2413,0.0
3133,0.0
3098,0.0
3371,0.0
2801,0.0
3057,0.0
3769,0.0
3137,0.0
2406,0.0
3436,0.0
3487,0.0
2053,0.0
2572,0.0
3919,0.0
3563,0.0
2878,0.0
2974,0.0
3109,0.0
3499,0.0
2167,0.0
3077,0.0
2392,0.0
3993,0.0
2961,0.0
2772,0.0
2966,0.0
2932,0.0
2434,0.0
3942,0.0
2687,0.0
3290,0.0
3460,0.0
2363,0.0
2379,0.0
2322,0.0
2149,0.0
2035,0.0
2781,0.0
2022,0.0
2082,0.0
3729,0.0
2507,0.0
2812,0.0
2247,0.0
2184,0.0
3600,0.0
3734,0.0
3948,0.0
3024,0.0
2326,0.0
2896,0.0
2955,0.0
2048,0.0
3737,0.0
2400,0.0
2942,0.0
3180,0.0
2474,0.0
