,senior-level_skill
2357,1.0
3760,1.0
3798,1.0
3143,1.0
2706,1.0
2191,1.0
2805,0.0
2364,1.0
2375,1.0
3340,1.0
3752,1.0
3403,1.0
3366,1.0
2535,0.0
2259,1.0
2351,0.0
3647,1.0
2934,1.0
3440,1.0
3131,1.0
2204,1.0
3711,1.0
3046,1.0
3969,1.0
2228,1.0
2847,1.0
3565,1.0
3772,1.0
3002,1.0
2353,1.0
3639,1.0
2121,1.0
3137,1.0
3515,1.0
2625,1.0
2452,1.0
2271,1.0
3838,1.0
2012,1.0
2182,1.0
3453,1.0
3776,1.0
3822,1.0
2419,1.0
2348,1.0
2046,1.0
3272,1.0
3534,1.0
2442,1.0
3374,1.0
3550,1.0
2047,1.0
2908,1.0
3575,1.0
2588,1.0
3569,1.0
3066,1.0
2868,1.0
2340,1.0
2008,1.0
3254,1.0
2644,1.0
2090,1.0
3892,1.0
3716,1.0
3256,1.0
2690,1.0
2236,1.0
2857,1.0
2218,1.0
2797,1.0
3971,1.0
2999,1.0
3734,1.0
3806,1.0
2288,1.0
2531,1.0
3172,1.0
3680,1.0
3891,1.0
2024,1.0
2815,1.0
2448,1.0
3120,1.0
2133,1.0
3936,1.0
2057,1.0
3160,1.0
3158,1.0
2550,1.0
2634,1.0
2365,1.0
3980,1.0
3691,1.0
3753,1.0
2312,1.0
2017,1.0
2614,1.0
2111,1.0
2398,1.0
2303,1.0
2491,1.0
3406,1.0
3519,1.0
3433,1.0
3972,1.0
3524,1.0
3316,1.0
3298,1.0
3918,1.0
2261,1.0
3191,1.0
3554,1.0
3721,1.0
2684,0.0
2253,1.0
3178,1.0
3576,1.0
2186,1.0
2638,1.0
2724,1.0
3481,1.0
3660,1.0
3785,1.0
3509,1.0
2976,1.0
2252,1.0
2496,1.0
2486,1.0
2464,1.0
3611,1.0
3291,1.0
3842,1.0
2097,1.0
2979,1.0
3796,1.0
3740,1.0
2006,1.0
2613,1.0
2117,1.0
2431,1.0
2493,1.0
3600,1.0
2718,1.0
3593,1.0
2791,1.0
2530,1.0
2238,1.0
2014,1.0
3601,1.0
3754,1.0
3821,1.0
2899,1.0
2652,1.0
2123,1.0
2628,1.0
2544,1.0
3642,1.0
2766,1.0
3381,1.0
2370,1.0
2134,1.0
3761,0.0
3477,1.0
2249,1.0
3257,1.0
2742,1.0
2019,1.0
2618,1.0
3344,1.0
3724,1.0
2872,1.0
2615,1.0
3112,1.0
2561,1.0
2713,1.0
3253,1.0
2043,1.0
2575,1.0
3039,1.0
3442,1.0
2557,1.0
2554,1.0
3952,1.0
2323,1.0
3261,1.0
3192,1.0
2299,1.0
3247,1.0
2331,1.0
3655,1.0
3974,1.0
3876,1.0
2687,1.0
3475,1.0
3801,1.0
3728,1.0
3372,1.0
3323,1.0
3858,1.0
