,y_hat
17914,False
14313,False
15972,False
19995,False
12531,False
16706,False
14510,False
19105,False
15621,False
17921,False
19544,False
14642,False
17548,False
19203,False
17793,False
15628,False
12303,False
13224,False
12775,False
12905,False
17140,False
11183,False
13931,False
12694,False
18578,False
18613,False
18632,False
18061,False
11994,False
14286,False
11112,False
16818,False
15329,False
10498,False
10268,False
11963,False
15006,False
13869,False
12029,False
10358,False
12269,False
16468,False
14846,False
19150,False
11179,False
13529,False
14916,False
10399,False
17442,False
12076,False
12065,False
15025,False
17509,False
19114,False
18569,False
19836,False
16288,False
18148,False
17168,False
14983,False
10670,False
10793,False
18402,False
13948,False
10161,False
18477,False
10447,False
16166,False
11597,False
17520,False
12179,False
10987,False
13721,False
10898,False
14029,False
19633,False
17931,False
10764,False
17478,False
18560,False
12966,False
19653,False
13571,False
19220,False
16402,False
14352,False
15159,False
12043,False
12037,False
13635,False
11761,False
11091,False
15571,False
16450,False
16414,False
19631,False
18311,False
15392,False
14283,False
15512,False
12019,False
16420,False
15003,False
17313,False
19484,False
13310,False
16247,False
12858,False
12504,False
12851,False
10420,False
11667,False
19049,False
16452,False
15923,False
13978,False
17680,False
12391,False
11825,False
12571,False
12984,False
12177,False
10968,False
15877,False
13596,False
13572,False
17637,False
10782,False
11001,False
18738,False
16597,False
16215,False
10493,False
14407,False
11287,False
12429,False
16137,False
14115,False
18571,False
12225,False
15426,False
14615,False
13205,False
18231,False
17726,False
17746,False
13548,False
10109,False
19818,False
14078,False
13241,False
14932,False
10200,False
13685,False
15060,False
12025,False
12500,False
10431,False
15734,False
17488,False
18894,False
11682,False
17739,False
18967,False
18261,False
18237,False
10122,False
11608,False
13742,False
18829,False
16676,False
17533,False
14549,False
14140,False
13632,False
15398,False
10165,False
17418,False
11739,False
13004,False
14190,False
18446,False
14077,False
19794,False
16505,False
13186,False
19275,False
17296,False
18966,False
11953,False
18528,False
15098,False
14731,False
13148,False
16266,False
11362,False
14373,False
17050,False
16610,False
16964,False
