,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,2.0,0.0,0.18079734,3.0,1.0,2.0
2001,0.0,0.0,0.96457374,6.0,1.0,3.0
2002,5.0,3.0,0.15607285,1.0,6.0,2.0
2003,2.0,0.0,0.46227384,9.0,4.0,1.0
2004,1.0,2.0,0.7345375,4.0,0.0,3.0
2005,5.0,0.0,0.06538963,3.0,0.0,3.0
2006,0.0,2.0,0.69838977,2.0,5.0,2.0
2007,1.0,0.0,0.7501137,4.0,1.0,1.0
2008,4.0,0.0,0.6977557,2.0,2.0,4.0
2009,1.0,0.0,0.3271531,1.0,8.0,2.0
2010,3.0,2.0,0.1378969,6.0,0.0,8.0
2011,8.0,1.0,0.8516083,6.0,1.0,9.0
2012,0.0,0.0,0.5252558,4.0,11.0,5.0
2013,5.0,2.0,0.442258,5.0,12.0,4.0
2014,0.0,0.0,0.73496234,2.0,7.0,16.0
2015,10.0,1.0,0.68560493,4.0,0.0,4.0
2016,3.0,0.0,0.9150307,8.0,4.0,6.0
2017,2.0,2.0,0.7964122,3.0,3.0,2.0
2018,6.0,0.0,0.81098413,2.0,0.0,0.0
2019,1.0,0.0,0.8948506,5.0,2.0,5.0
2020,1.0,2.0,0.6161858,8.0,1.0,4.0
2021,0.0,2.0,0.2795385,1.0,3.0,1.0
2022,1.0,2.0,0.013100624,4.0,9.0,4.0
2023,1.0,2.0,0.9080236,7.0,0.0,1.0
2024,0.0,1.0,0.47140634,3.0,6.0,3.0
2025,2.0,0.0,0.25198388,3.0,6.0,4.0
2026,1.0,1.0,0.3436879,4.0,4.0,5.0
2027,2.0,0.0,0.16131067,6.0,4.0,4.0
2028,1.0,2.0,0.03728628,7.0,7.0,2.0
2029,3.0,2.0,0.16525984,4.0,5.0,4.0
2030,1.0,2.0,0.92420065,5.0,6.0,5.0
2031,1.0,1.0,0.80202794,2.0,1.0,11.0
2032,6.0,0.0,0.7639196,1.0,1.0,5.0
2033,3.0,0.0,0.9576764,4.0,6.0,6.0
2034,4.0,0.0,0.6275946,5.0,2.0,2.0
2035,1.0,0.0,0.6143558,2.0,5.0,10.0
2036,2.0,2.0,0.34585118,4.0,0.0,5.0
2037,1.0,2.0,0.008555412,3.0,0.0,7.0
2038,3.0,3.0,0.10212433,3.0,5.0,8.0
2039,5.0,3.0,0.434824,6.0,11.0,4.0
2040,1.0,2.0,0.16314948,2.0,4.0,2.0
2041,8.0,0.0,0.7778697,7.0,9.0,2.0
2042,1.0,2.0,0.14341474,2.0,0.0,4.0
2043,4.0,1.0,0.5500488,7.0,0.0,5.0
2044,3.0,0.0,0.52848244,1.0,3.0,4.0
2045,6.0,0.0,0.6749641,4.0,5.0,4.0
2046,5.0,0.0,0.8578552,2.0,1.0,7.0
2047,4.0,0.0,0.5061203,0.0,5.0,2.0
2048,2.0,0.0,0.1921897,4.0,0.0,2.0
2049,3.0,2.0,0.41879916,9.0,1.0,2.0
2050,4.0,3.0,0.33579993,5.0,5.0,4.0
2051,9.0,0.0,0.21351099,3.0,0.0,3.0
2052,3.0,0.0,0.5906532,3.0,1.0,5.0
2053,2.0,1.0,0.55738175,3.0,0.0,5.0
2054,2.0,0.0,0.63305354,3.0,3.0,2.0
2055,0.0,1.0,0.8520038,2.0,1.0,9.0
2056,0.0,2.0,0.08627033,8.0,4.0,3.0
2057,2.0,2.0,0.33017826,2.0,0.0,3.0
2058,2.0,0.0,0.18494916,2.0,3.0,2.0
2059,3.0,1.0,0.5595598,2.0,9.0,1.0
2060,6.0,2.0,0.13507998,3.0,3.0,4.0
2061,4.0,1.0,0.09769988,2.0,3.0,1.0
2062,4.0,3.0,0.59994173,5.0,3.0,4.0
2063,2.0,0.0,0.89790106,6.0,2.0,3.0
2064,3.0,2.0,0.95106995,4.0,9.0,2.0
2065,2.0,1.0,0.12833893,3.0,5.0,6.0
2066,2.0,3.0,0.2233187,5.0,0.0,3.0
2067,2.0,1.0,0.98699677,8.0,3.0,4.0
2068,1.0,0.0,0.80008364,3.0,4.0,5.0
2069,3.0,2.0,0.016852856,1.0,8.0,5.0
2070,2.0,0.0,0.049096346,2.0,2.0,4.0
2071,3.0,0.0,0.77113295,9.0,0.0,1.0
2072,4.0,1.0,0.60328555,5.0,4.0,3.0
2073,0.0,3.0,0.3977666,7.0,1.0,3.0
2074,6.0,0.0,0.0028122663,4.0,3.0,12.0
2075,1.0,0.0,0.022937655,3.0,4.0,2.0
2076,2.0,0.0,0.6412213,4.0,1.0,4.0
2077,3.0,0.0,0.046948314,6.0,1.0,3.0
2078,1.0,0.0,0.9694921,3.0,7.0,10.0
2079,4.0,2.0,0.7677525,3.0,4.0,5.0
2080,4.0,0.0,0.05615318,3.0,0.0,3.0
2081,8.0,0.0,0.6719322,8.0,10.0,6.0
2082,1.0,0.0,0.7042763,2.0,1.0,1.0
2083,2.0,0.0,0.27145028,4.0,4.0,5.0
2084,0.0,1.0,0.88602126,4.0,5.0,3.0
2085,2.0,0.0,0.062018037,8.0,0.0,6.0
2086,4.0,0.0,0.890676,2.0,0.0,18.0
2087,3.0,0.0,0.03914416,6.0,0.0,3.0
2088,2.0,2.0,0.09522891,4.0,1.0,1.0
