,u_years_experience,u_degree,u_senior-level_skill,u_nr_commits,u_nr_languages,u_nr_stars
2000,1.0,1.0,0.55000246,2.0,1.0,4.0
2001,1.0,2.0,0.34430385,10.0,12.0,3.0
2002,5.0,0.0,0.92294836,7.0,1.0,1.0
2003,3.0,1.0,0.7932892,5.0,1.0,1.0
2004,4.0,2.0,0.44896913,2.0,1.0,2.0
2005,2.0,1.0,0.6597458,3.0,14.0,9.0
2006,3.0,3.0,0.55382085,4.0,2.0,2.0
2007,2.0,2.0,0.97743106,4.0,1.0,4.0
2008,0.0,0.0,0.50200784,4.0,5.0,6.0
2009,4.0,0.0,0.7320266,2.0,0.0,14.0
2010,2.0,1.0,0.075900316,2.0,1.0,4.0
2011,2.0,3.0,0.0838964,5.0,3.0,1.0
2012,4.0,1.0,0.9870416,9.0,8.0,2.0
2013,8.0,2.0,0.9326618,3.0,1.0,1.0
2014,0.0,0.0,0.8811718,3.0,2.0,5.0
2015,0.0,1.0,0.40346372,4.0,1.0,9.0
2016,6.0,2.0,0.5638397,3.0,4.0,0.0
2017,7.0,0.0,0.5940312,5.0,7.0,4.0
2018,8.0,2.0,0.6395134,6.0,6.0,5.0
2019,4.0,0.0,0.50306165,4.0,2.0,9.0
2020,4.0,1.0,0.9747704,6.0,4.0,2.0
2021,2.0,2.0,0.42157805,4.0,5.0,7.0
2022,3.0,0.0,0.73876405,3.0,8.0,6.0
2023,2.0,3.0,0.81418276,2.0,4.0,2.0
2024,2.0,0.0,0.10438335,2.0,3.0,3.0
2025,3.0,2.0,0.48239434,7.0,1.0,5.0
2026,2.0,1.0,0.7382163,2.0,1.0,4.0
2027,0.0,1.0,0.97297585,5.0,5.0,6.0
2028,3.0,1.0,0.50925696,4.0,2.0,5.0
2029,1.0,1.0,0.050439358,4.0,0.0,2.0
2030,1.0,1.0,0.08245492,1.0,4.0,3.0
2031,3.0,0.0,0.10057819,3.0,5.0,12.0
2032,3.0,2.0,0.2860316,5.0,9.0,13.0
2033,3.0,3.0,0.6535853,4.0,1.0,3.0
2034,2.0,0.0,0.6830747,2.0,6.0,8.0
2035,0.0,1.0,0.10532105,3.0,8.0,3.0
2036,2.0,2.0,0.40314043,6.0,2.0,0.0
2037,2.0,0.0,0.35003483,2.0,1.0,3.0
2038,3.0,2.0,0.2952646,5.0,7.0,4.0
2039,1.0,3.0,0.32268238,2.0,9.0,1.0
2040,3.0,2.0,0.97706306,0.0,1.0,5.0
2041,3.0,3.0,0.10970271,8.0,0.0,7.0
2042,4.0,3.0,0.42795825,4.0,16.0,2.0
2043,2.0,2.0,0.38828897,0.0,9.0,2.0
2044,3.0,2.0,0.31490028,5.0,5.0,1.0
2045,11.0,2.0,0.043509364,4.0,4.0,7.0
2046,1.0,1.0,0.27186155,2.0,0.0,2.0
2047,2.0,0.0,0.08737922,4.0,4.0,1.0
2048,3.0,0.0,0.51442575,4.0,2.0,3.0
2049,7.0,1.0,0.44501066,5.0,5.0,4.0
2050,5.0,1.0,0.5228299,4.0,3.0,5.0
2051,3.0,2.0,0.5611298,6.0,1.0,0.0
2052,3.0,1.0,0.99043155,4.0,0.0,6.0
2053,2.0,0.0,0.5210415,4.0,1.0,3.0
2054,2.0,0.0,0.06423688,6.0,5.0,1.0
2055,2.0,1.0,0.9912505,8.0,1.0,4.0
2056,3.0,3.0,0.25705886,3.0,5.0,2.0
2057,4.0,0.0,0.24369526,4.0,9.0,9.0
2058,7.0,2.0,0.8931302,1.0,3.0,8.0
2059,3.0,0.0,0.4937793,5.0,6.0,6.0
2060,3.0,0.0,0.5985354,5.0,3.0,5.0
2061,2.0,0.0,0.0028454065,3.0,4.0,5.0
2062,6.0,0.0,0.51820207,4.0,16.0,8.0
2063,4.0,0.0,0.26513278,1.0,0.0,5.0
2064,2.0,0.0,0.3982216,6.0,2.0,6.0
2065,3.0,2.0,0.80864525,1.0,12.0,3.0
2066,4.0,0.0,0.3679614,3.0,3.0,7.0
2067,2.0,3.0,0.1899184,2.0,5.0,1.0
2068,3.0,0.0,0.2755214,9.0,20.0,4.0
2069,4.0,3.0,0.8238965,4.0,0.0,3.0
2070,2.0,3.0,0.3414141,6.0,5.0,3.0
2071,4.0,2.0,0.21532261,8.0,0.0,1.0
2072,1.0,2.0,0.3773687,3.0,1.0,3.0
2073,3.0,2.0,0.25538027,2.0,4.0,5.0
2074,7.0,2.0,0.108279824,0.0,3.0,0.0
2075,2.0,0.0,0.69756615,2.0,6.0,3.0
2076,3.0,2.0,0.11680651,5.0,3.0,4.0
2077,8.0,2.0,0.111620784,4.0,2.0,2.0
2078,8.0,2.0,0.42661083,3.0,2.0,4.0
2079,10.0,0.0,0.080785155,2.0,0.0,2.0
2080,5.0,1.0,0.8985175,4.0,7.0,2.0
2081,3.0,2.0,0.97882545,3.0,8.0,5.0
2082,0.0,0.0,0.9143746,4.0,6.0,7.0
2083,2.0,0.0,0.25028348,4.0,3.0,2.0
2084,3.0,0.0,0.25808823,1.0,5.0,0.0
2085,1.0,2.0,0.9266341,3.0,5.0,1.0
2086,7.0,0.0,0.9400735,1.0,2.0,3.0
2087,4.0,2.0,0.21473336,2.0,2.0,1.0
2088,3.0,0.0,0.51805496,4.0,5.0,6.0
2089,7.0,3.0,0.979843,4.0,4.0,0.0
2090,0.0,0.0,0.28288412,2.0,2.0,3.0
2091,0.0,3.0,0.31325173,6.0,1.0,7.0
2092,5.0,1.0,0.92127526,4.0,4.0,1.0
2093,2.0,2.0,0.49329698,3.0,2.0,6.0
2094,4.0,3.0,0.0036270618,8.0,1.0,7.0
2095,2.0,3.0,0.22466683,4.0,3.0,4.0
2096,4.0,2.0,0.81873167,2.0,10.0,1.0
2097,2.0,3.0,0.79945123,5.0,1.0,0.0
2098,1.0,2.0,0.5029783,7.0,7.0,4.0
2099,2.0,2.0,0.429873,2.0,5.0,7.0
2100,3.0,1.0,0.36760747,1.0,5.0,1.0
2101,1.0,1.0,0.5342951,2.0,8.0,3.0
2102,3.0,2.0,0.56488764,1.0,2.0,0.0
2103,1.0,1.0,0.3622588,3.0,1.0,2.0
2104,5.0,0.0,0.78883815,2.0,0.0,0.0
2105,0.0,0.0,0.7540232,4.0,2.0,0.0
2106,0.0,3.0,0.01639545,2.0,2.0,1.0
2107,2.0,0.0,0.96123993,4.0,5.0,4.0
2108,2.0,0.0,0.022783041,6.0,6.0,3.0
2109,2.0,3.0,0.59690416,7.0,2.0,5.0
2110,3.0,2.0,0.8660661,2.0,4.0,3.0
2111,3.0,2.0,0.22412968,2.0,3.0,1.0
2112,8.0,2.0,0.07954824,1.0,2.0,1.0
2113,1.0,0.0,0.9678557,5.0,10.0,0.0
2114,5.0,0.0,0.4676801,5.0,2.0,2.0
2115,2.0,0.0,0.9829736,2.0,1.0,5.0
2116,3.0,2.0,0.50299895,2.0,2.0,3.0
2117,5.0,2.0,0.35459995,2.0,3.0,7.0
2118,8.0,2.0,0.16169715,1.0,3.0,8.0
2119,2.0,0.0,0.03583908,2.0,1.0,3.0
2120,5.0,1.0,0.12459183,5.0,4.0,3.0
2121,3.0,0.0,0.18794644,2.0,10.0,5.0
2122,3.0,0.0,0.7937846,7.0,6.0,6.0
2123,2.0,0.0,0.75908184,3.0,3.0,5.0
2124,5.0,2.0,0.22517264,5.0,1.0,1.0
2125,1.0,0.0,0.16760325,6.0,1.0,3.0
2126,6.0,0.0,0.25576305,2.0,9.0,3.0
2127,1.0,0.0,0.24562836,6.0,7.0,8.0
2128,0.0,3.0,0.8135122,0.0,3.0,1.0
2129,5.0,0.0,0.26548648,12.0,0.0,7.0
2130,5.0,0.0,0.79490066,6.0,0.0,6.0
2131,3.0,0.0,0.007596135,2.0,5.0,3.0
2132,1.0,3.0,0.54996455,10.0,3.0,0.0
2133,2.0,2.0,0.31236613,5.0,3.0,2.0
2134,3.0,2.0,0.28298032,3.0,1.0,4.0
2135,2.0,2.0,0.67973554,6.0,0.0,3.0
2136,2.0,0.0,0.02723515,3.0,2.0,1.0
2137,3.0,0.0,0.23964989,5.0,1.0,6.0
2138,4.0,0.0,0.52892613,4.0,7.0,0.0
2139,1.0,3.0,0.6993147,10.0,8.0,1.0
2140,2.0,2.0,0.50855315,5.0,0.0,3.0
2141,6.0,0.0,0.42176747,6.0,1.0,6.0
2142,3.0,3.0,0.7869849,6.0,1.0,0.0
2143,2.0,2.0,0.17869937,5.0,4.0,2.0
2144,3.0,2.0,0.6286042,6.0,3.0,3.0
2145,3.0,1.0,0.8960477,7.0,8.0,4.0
2146,1.0,0.0,0.77218544,4.0,2.0,4.0
2147,3.0,1.0,0.03842354,3.0,0.0,5.0
2148,8.0,2.0,0.63136303,4.0,6.0,3.0
2149,1.0,0.0,0.5360197,3.0,6.0,1.0
2150,2.0,2.0,0.5480399,2.0,11.0,7.0
2151,3.0,0.0,0.44069433,1.0,3.0,0.0
2152,2.0,3.0,0.12377155,7.0,7.0,11.0
2153,8.0,1.0,0.42713475,3.0,3.0,2.0
2154,1.0,1.0,0.19290805,4.0,2.0,3.0
2155,5.0,2.0,0.038428664,2.0,0.0,8.0
2156,0.0,0.0,0.9403807,3.0,6.0,0.0
2157,2.0,0.0,0.9455912,8.0,4.0,3.0
2158,2.0,2.0,0.8256532,4.0,5.0,7.0
2159,2.0,1.0,0.77356935,2.0,0.0,5.0
2160,3.0,1.0,0.8996488,3.0,3.0,6.0
2161,2.0,2.0,0.6906806,4.0,2.0,3.0
2162,3.0,3.0,0.66276586,2.0,4.0,3.0
2163,2.0,2.0,0.18930578,1.0,6.0,2.0
2164,7.0,1.0,0.52928793,5.0,7.0,2.0
2165,4.0,2.0,0.48591304,4.0,5.0,4.0
2166,2.0,1.0,0.4123168,6.0,5.0,2.0
2167,1.0,1.0,0.50141215,6.0,2.0,6.0
