,y_hat
860,False
914,False
658,False
895,False
788,False
721,False
952,False
552,False
834,False
838,False
817,False
604,False
650,False
766,False
991,False
712,False
710,False
968,False
901,False
697,False
855,False
904,False
921,False
781,False
983,False
537,False
607,False
613,False
794,False
594,False
603,False
620,False
540,False
832,False
553,False
569,False
801,False
654,False
810,False
634,False
529,False
865,False
616,False
802,False
623,False
656,False
927,False
999,False
858,False
615,False
675,False
736,False
685,False
975,False
708,False
875,False
884,False
561,False
600,False
910,False
555,False
775,False
829,False
689,False
554,False
979,False
854,False
716,False
948,False
755,False
749,False
919,False
737,False
618,False
505,False
894,False
816,False
589,False
913,False
512,False
683,False
867,False
912,False
725,False
538,False
936,False
629,False
907,False
690,False
692,False
871,False
951,False
609,False
509,False
970,False
718,False
980,False
759,False
547,False
602,False
