,y
496,1.0
250,1.0
411,1.0
492,1.0
320,1.0
302,1.0
289,1.0
433,0.0
339,1.0
336,1.0
349,1.0
395,1.0
260,1.0
257,1.0
445,1.0
340,1.0
268,1.0
280,1.0
375,0.0
448,1.0
379,1.0
354,0.0
284,0.0
355,0.0
412,1.0
286,1.0
399,1.0
316,1.0
390,1.0
317,1.0
436,1.0
272,0.0
409,1.0
491,1.0
481,1.0
428,1.0
274,1.0
341,1.0
364,1.0
367,1.0
273,1.0
291,0.0
499,1.0
430,1.0
383,1.0
465,1.0
420,1.0
287,1.0
261,1.0
342,0.0
466,1.0
351,1.0
255,1.0
415,1.0
451,1.0
372,1.0
393,1.0
464,1.0
352,1.0
252,1.0
476,1.0
457,1.0
371,1.0
468,1.0
498,1.0
396,0.0
322,1.0
460,1.0
275,1.0
434,1.0
458,1.0
429,1.0
308,1.0
301,1.0
408,1.0
425,0.0
363,1.0
282,1.0
427,1.0
348,1.0
480,1.0
387,0.0
483,1.0
484,0.0
357,1.0
450,0.0
463,0.0
300,1.0
423,1.0
391,0.0
388,0.0
447,0.0
438,0.0
365,0.0
314,0.0
332,1.0
297,0.0
410,0.0
350,1.0
487,1.0
