,y_hat
380,False
322,False
391,False
338,False
366,False
445,False
487,False
411,False
498,False
254,False
424,False
292,False
410,False
347,False
491,False
266,False
388,False
464,False
378,False
265,False
386,False
273,False
357,False
310,False
251,False
420,False
465,False
334,False
364,False
351,False
394,False
490,False
342,False
442,False
318,False
281,False
488,False
257,False
332,False
494,False
261,False
291,False
283,False
361,False
414,False
484,False
331,False
354,False
440,False
349,False
298,False
309,False
369,False
475,False
277,False
469,False
270,False
497,False
373,False
358,False
264,False
389,False
305,False
301,False
439,False
399,False
457,False
385,False
403,False
449,False
446,False
444,False
280,False
453,False
330,False
408,False
290,False
382,False
466,False
259,False
300,False
430,False
317,False
350,False
462,False
341,False
303,False
316,False
451,False
299,False
393,False
326,False
401,False
419,False
372,False
390,False
493,False
435,False
407,False
431,False
