,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,0.93,0.75,0.75,0.7204301357269287,0.301075279712677,0.8924731182795699,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,,0.774193525314331,1.9096774193548387
1,1.0,0.75,0.75,0.4000000059604645,0.3499999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,,0.5700000524520874,0.529
2,1.0,0.75,0.75,0.4000000059604645,0.3499999940395355,0.9,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,,0.515999972820282,0.587
3,0.93,0.75,0.75,0.7204301357269287,0.301075279712677,0.989247311827957,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,,0.8688172101974487,2.0021505376344093
4,1.0,0.75,0.75,0.4000000059604645,0.3499999940395355,0.96,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,,0.559999942779541,0.6200000000000001
5,1.0,0.75,0.75,0.4000000059604645,0.3499999940395355,0.9,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,0,,0.515999972820282,0.587
6,0.96,0.75,0.75,0.7916666865348816,0.3229166567325592,0.9583333333333334,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,,0.8166667222976685,1.6614583333333333
7,1.0,0.75,0.75,0.36000001430511475,0.3499999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,,0.6600000262260437,0.3320000000000001
8,1.0,0.75,0.75,0.3499999940395355,0.3499999940395355,0.91,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,,0.6159999966621399,0.3400000000000001
9,0.96,0.75,0.75,0.8020833134651184,0.3229166567325592,0.9270833333333334,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,,0.8500000238418579,1.8333333333333333
10,1.0,0.75,0.75,0.3700000047683716,0.3499999940395355,0.98,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,,0.6079999208450317,0.4010000000000001
11,1.0,0.75,0.75,0.3499999940395355,0.3499999940395355,0.91,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,1,,0.6159999966621399,0.3400000000000001
12,0.95,0.75,0.75,0.7368420958518982,0.27368420362472534,0.8105263157894737,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,,0.7831578850746155,1.8610526315789475
13,1.0,0.75,0.75,0.38999998569488525,0.30000001192092896,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,,0.5920000076293945,0.5320000000000001
14,1.0,0.75,0.75,0.38999998569488525,0.30000001192092896,0.92,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,,0.527999997138977,0.5940000000000001
15,0.94,0.75,0.75,0.7553191781044006,0.27659574151039124,0.8617021276595744,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,,0.8382978439331055,1.9138297872340424
16,1.0,0.75,0.75,0.3499999940395355,0.30000001192092896,0.95,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,,0.527999997138977,0.585
17,1.0,0.75,0.75,0.38999998569488525,0.30000001192092896,0.92,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,counterfactual,2,,0.527999997138977,0.5940000000000001
