,years_experience,degree,nr_commits,nr_languages,nr_stars
2519,0.0,0.0,7.0,15.0,3.0
3182,1.0,1.0,12.0,6.0,6.0
2711,2.0,0.0,26.0,13.0,0.0
3010,3.0,0.0,33.0,6.0,5.0
2182,2.0,0.0,22.0,6.0,5.0
2794,1.0,0.0,13.0,1.0,6.0
2227,1.0,0.0,12.0,2.0,6.0
2039,3.0,0.0,39.0,1.0,10.0
2209,1.0,0.0,12.0,2.0,3.0
3767,1.0,0.0,13.0,8.0,4.0
3607,2.0,0.0,21.0,5.0,2.0
3178,3.0,0.0,33.0,5.0,7.0
3808,3.0,0.0,33.0,16.0,3.0
2940,2.0,0.0,24.0,4.0,7.0
2743,3.0,0.0,39.0,6.0,5.0
3937,2.0,0.0,21.0,14.0,4.0
2387,1.0,0.0,14.0,2.0,5.0
2556,3.0,0.0,34.0,5.0,4.0
3099,2.0,1.0,21.0,1.0,1.0
3006,1.0,0.0,16.0,1.0,2.0
2920,1.0,0.0,14.0,1.0,3.0
3639,1.0,0.0,13.0,5.0,6.0
2325,1.0,1.0,14.0,6.0,4.0
3675,0.0,1.0,3.0,7.0,3.0
2774,1.0,2.0,13.0,9.0,1.0
3628,3.0,0.0,34.0,7.0,4.0
2265,0.0,0.0,4.0,1.0,10.0
2709,0.0,2.0,7.0,1.0,1.0
3713,2.0,0.0,24.0,1.0,2.0
3461,1.0,2.0,15.0,6.0,1.0
3980,0.0,1.0,6.0,5.0,1.0
2814,2.0,0.0,28.0,2.0,6.0
2308,2.0,1.0,25.0,1.0,3.0
2796,1.0,0.0,12.0,5.0,3.0
2739,2.0,0.0,25.0,5.0,3.0
3161,2.0,0.0,25.0,16.0,1.0
3688,1.0,0.0,14.0,16.0,3.0
3651,1.0,0.0,15.0,8.0,3.0
2767,1.0,0.0,12.0,1.0,0.0
3020,2.0,0.0,25.0,6.0,4.0
3385,3.0,0.0,34.0,0.0,5.0
3898,0.0,0.0,4.0,1.0,1.0
3630,3.0,0.0,35.0,1.0,4.0
3146,0.0,0.0,3.0,5.0,9.0
2773,3.0,0.0,34.0,0.0,2.0
3092,2.0,0.0,23.0,6.0,6.0
2919,3.0,0.0,39.0,4.0,5.0
2438,2.0,0.0,25.0,0.0,2.0
2661,0.0,1.0,4.0,5.0,2.0
2981,2.0,0.0,23.0,8.0,8.0
3681,2.0,0.0,25.0,6.0,6.0
2279,0.0,2.0,2.0,5.0,2.0
2250,3.0,0.0,33.0,8.0,2.0
2148,1.0,0.0,16.0,12.0,10.0
3190,2.0,0.0,22.0,2.0,8.0
3910,2.0,1.0,23.0,0.0,4.0
2699,2.0,0.0,28.0,0.0,7.0
2427,1.0,0.0,14.0,4.0,6.0
3773,1.0,0.0,14.0,6.0,1.0
3903,2.0,0.0,24.0,8.0,4.0
3448,1.0,2.0,15.0,3.0,2.0
3133,2.0,1.0,26.0,0.0,3.0
3687,2.0,0.0,24.0,2.0,4.0
2727,0.0,0.0,2.0,2.0,0.0
3873,3.0,0.0,35.0,3.0,1.0
3614,2.0,0.0,23.0,9.0,3.0
3509,1.0,0.0,14.0,10.0,1.0
2290,2.0,0.0,25.0,0.0,2.0
2359,1.0,0.0,14.0,6.0,2.0
2590,0.0,1.0,2.0,11.0,2.0
2142,0.0,0.0,5.0,5.0,2.0
2449,3.0,0.0,34.0,0.0,6.0
3568,1.0,0.0,13.0,4.0,5.0
2655,3.0,0.0,35.0,3.0,13.0
3339,1.0,0.0,16.0,8.0,4.0
2944,3.0,0.0,34.0,3.0,5.0
2194,3.0,0.0,34.0,0.0,3.0
2306,3.0,0.0,33.0,9.0,6.0
3777,1.0,0.0,15.0,9.0,3.0
3761,1.0,0.0,15.0,2.0,2.0
2810,1.0,0.0,13.0,1.0,5.0
3423,1.0,1.0,13.0,6.0,3.0
2441,2.0,0.0,23.0,9.0,2.0
3485,2.0,1.0,25.0,9.0,0.0
2799,3.0,0.0,33.0,3.0,2.0
3266,2.0,0.0,22.0,6.0,1.0
2257,1.0,0.0,17.0,3.0,2.0
2422,0.0,1.0,4.0,9.0,4.0
3002,2.0,0.0,24.0,8.0,4.0
2114,1.0,2.0,12.0,2.0,0.0
3086,2.0,1.0,26.0,5.0,3.0
3444,1.0,1.0,18.0,5.0,6.0
3071,1.0,0.0,13.0,6.0,1.0
2873,1.0,2.0,12.0,4.0,11.0
3956,2.0,0.0,24.0,2.0,1.0
2157,1.0,0.0,16.0,7.0,2.0
2561,3.0,0.0,31.0,6.0,9.0
2161,2.0,0.0,28.0,6.0,3.0
3363,3.0,0.0,33.0,8.0,6.0
3510,3.0,0.0,34.0,5.0,5.0
2151,3.0,0.0,34.0,8.0,1.0
2293,2.0,0.0,24.0,10.0,1.0
3402,2.0,0.0,26.0,9.0,4.0
3484,3.0,0.0,36.0,4.0,6.0
3313,2.0,0.0,25.0,0.0,2.0
2559,1.0,0.0,17.0,3.0,3.0
2667,1.0,0.0,16.0,3.0,3.0
3661,3.0,0.0,31.0,10.0,3.0
3515,1.0,0.0,18.0,1.0,2.0
2598,2.0,1.0,22.0,3.0,6.0
2534,0.0,2.0,5.0,4.0,4.0
2167,0.0,0.0,7.0,7.0,3.0
3341,1.0,0.0,19.0,1.0,4.0
2169,3.0,0.0,32.0,10.0,0.0
2442,1.0,0.0,12.0,8.0,2.0
3528,0.0,0.0,5.0,4.0,2.0
3706,0.0,0.0,3.0,2.0,4.0
2321,3.0,0.0,32.0,3.0,2.0
3961,2.0,0.0,23.0,5.0,1.0
2625,0.0,1.0,4.0,6.0,4.0
2231,2.0,0.0,21.0,4.0,1.0
3419,0.0,1.0,2.0,1.0,9.0
2001,2.0,0.0,25.0,4.0,8.0
2332,2.0,0.0,28.0,4.0,4.0
2951,2.0,0.0,27.0,15.0,1.0
3225,0.0,0.0,3.0,16.0,0.0
2828,0.0,0.0,1.0,8.0,0.0
3231,3.0,0.0,40.0,7.0,4.0
2795,2.0,0.0,22.0,8.0,0.0
2057,1.0,0.0,13.0,3.0,7.0
2093,2.0,0.0,23.0,6.0,8.0
3495,4.0,0.0,44.0,8.0,9.0
2222,1.0,2.0,17.0,3.0,0.0
2696,1.0,0.0,23.0,4.0,2.0
2326,0.0,1.0,6.0,3.0,4.0
2119,1.0,1.0,13.0,2.0,7.0
2883,1.0,0.0,14.0,2.0,5.0
2778,1.0,0.0,16.0,1.0,0.0
3465,0.0,2.0,5.0,5.0,0.0
3817,0.0,0.0,2.0,2.0,4.0
3916,2.0,0.0,23.0,2.0,4.0
2700,3.0,0.0,32.0,10.0,4.0
3592,1.0,1.0,13.0,4.0,12.0
3263,2.0,1.0,24.0,3.0,5.0
2921,2.0,0.0,25.0,1.0,4.0
3507,2.0,0.0,24.0,5.0,0.0
3605,0.0,1.0,3.0,6.0,0.0
2179,1.0,1.0,18.0,1.0,2.0
3597,2.0,0.0,24.0,4.0,2.0
2391,0.0,0.0,5.0,2.0,6.0
3302,2.0,1.0,28.0,2.0,6.0
2410,3.0,0.0,32.0,6.0,6.0
2015,3.0,0.0,38.0,3.0,6.0
2935,1.0,1.0,15.0,3.0,4.0
2531,1.0,0.0,13.0,0.0,4.0
3615,0.0,2.0,2.0,7.0,3.0
3951,3.0,0.0,35.0,0.0,2.0
3532,3.0,0.0,31.0,2.0,3.0
3926,1.0,0.0,13.0,4.0,3.0
3439,0.0,1.0,4.0,0.0,1.0
3271,3.0,0.0,33.0,8.0,5.0
2453,2.0,0.0,23.0,4.0,7.0
2309,2.0,0.0,23.0,5.0,4.0
2230,2.0,1.0,23.0,4.0,6.0
3073,1.0,0.0,13.0,1.0,8.0
3157,0.0,0.0,2.0,4.0,3.0
2436,2.0,1.0,23.0,2.0,3.0
2201,2.0,0.0,24.0,3.0,3.0
2880,1.0,0.0,15.0,5.0,1.0
3823,0.0,1.0,3.0,2.0,0.0
2297,1.0,0.0,11.0,0.0,4.0
2456,2.0,0.0,23.0,3.0,1.0
3488,1.0,0.0,14.0,0.0,7.0
2710,1.0,0.0,13.0,9.0,4.0
2145,2.0,0.0,25.0,2.0,2.0
2078,2.0,0.0,23.0,0.0,16.0
2512,3.0,0.0,33.0,2.0,3.0
3631,1.0,0.0,14.0,2.0,11.0
2234,1.0,0.0,16.0,6.0,4.0
3072,1.0,0.0,19.0,7.0,4.0
3543,0.0,2.0,2.0,1.0,2.0
2232,2.0,0.0,28.0,4.0,2.0
2374,2.0,0.0,26.0,2.0,4.0
2964,2.0,0.0,26.0,1.0,11.0
3449,0.0,2.0,3.0,2.0,2.0
2513,1.0,1.0,15.0,3.0,5.0
3846,0.0,3.0,5.0,7.0,0.0
2615,0.0,1.0,1.0,2.0,1.0
3802,2.0,0.0,25.0,0.0,6.0
3288,1.0,0.0,14.0,9.0,6.0
3268,2.0,0.0,24.0,6.0,1.0
2918,3.0,0.0,33.0,3.0,0.0
2131,3.0,0.0,32.0,1.0,2.0
3247,1.0,0.0,13.0,4.0,6.0
2445,0.0,0.0,3.0,6.0,4.0
3549,1.0,0.0,13.0,1.0,4.0
2706,0.0,2.0,5.0,3.0,4.0
3441,2.0,0.0,24.0,3.0,6.0
2315,3.0,0.0,33.0,0.0,6.0
2025,0.0,2.0,7.0,5.0,1.0
