,u_x1,u_x2,u_x3,u_y
2000,0.9978036,-0.7842826,0.018750416,0.6774416
2001,0.7534275,0.19218224,0.12907396,0.4907161
2002,1.9225788,-0.031093476,-0.015333745,0.29033983
2003,0.4218775,-1.0611945,0.18695985,0.14881921
2004,0.4223505,0.56486213,0.09517399,0.5195594
2005,0.9374699,0.7977195,0.019888457,0.1887002
2006,0.36616763,1.2370818,-0.11498988,0.8865005
2007,0.31668562,1.7031077,0.146927,0.238487
2008,-0.06778352,-0.30149788,-0.020579984,0.91571355
2009,-1.173795,0.29902887,0.0134292245,0.21925604
2010,-0.6664688,-1.6757883,-0.1982403,0.6415572
2011,-0.13319401,0.43683782,-0.014774429,0.44995952
2012,-1.2502732,-2.169615,-0.05359303,0.20866823
2013,0.0898515,0.014739877,0.04642224,0.75642145
2014,1.6295536,0.03112113,-0.14863752,0.7222917
2015,0.9037348,1.0748162,-0.083807625,0.14636171
2016,-0.15717326,-1.5329399,-0.097031996,0.28806543
2017,1.7613351,-1.8209227,0.12115019,0.6147429
2018,0.5037647,0.44390067,0.087803595,0.9666059
2019,1.813834,0.3788297,0.09822522,0.95532036
2020,-0.5050459,-0.8318205,0.045368105,0.37275362
2021,0.47997618,2.8282807,0.04356886,0.67973685
2022,-0.012598827,0.4025635,-0.13438517,0.3581884
2023,0.4682009,0.0010507026,-0.0675994,0.92990303
2024,0.7195793,0.7410645,-0.18297774,0.65410316
2025,1.0244136,-0.7806224,0.016211895,0.8892647
2026,-2.813313,-0.40358523,0.10572419,0.7870326
2027,-0.96041346,0.10864954,-0.18120171,0.41274297
2028,2.1759427,-0.5428001,0.08603919,0.71412086
2029,0.83286345,1.4389144,0.16435786,0.8024584
2030,0.08474687,0.7387562,-0.25953293,0.51041234
2031,-0.70325446,1.5682454,-0.1573861,0.5730275
2032,-0.93505794,-1.4022071,-0.05920565,0.8663621
2033,-0.089030504,-0.78146,0.010725404,0.23392117
2034,-1.1776607,-2.3260477,0.097439796,0.15036523
2035,0.92126584,-0.1353134,0.13674955,0.98734117
2036,-0.69413126,0.55950344,0.16863672,0.876307
2037,0.84033036,-1.1717463,0.09456023,0.87663245
2038,-0.46462002,1.1665175,-0.18175581,0.17366016
2039,-0.21178289,-1.026143,-0.10939648,0.9701934
2040,0.8904418,-0.15723678,0.26408342,0.18289435
2041,0.1784613,-0.6526409,-0.09629662,0.92500746
2042,0.5740583,-1.3397006,0.0821295,0.13952947
2043,-1.4143262,0.18175432,0.0025529878,0.27100575
2044,0.6401833,-1.3078815,-0.075897865,0.2612759
2045,-0.6629086,0.6103493,0.005735377,0.13705063
2046,-0.88467234,-1.6072377,-0.3020914,0.5476166
2047,-0.9426763,1.2707562,0.15283567,0.63300955
2048,-0.8232017,1.0138624,-0.05110785,0.61720085
2049,0.4224665,2.7106225,0.094561815,0.50092447
2050,1.0071023,1.1878226,0.20346533,0.3657148
2051,0.7862485,1.6615543,0.02772595,0.73062813
2052,-0.34368467,-0.5221624,0.008880357,0.4106959
2053,1.318336,-1.60486,0.091708034,0.220204
2054,-0.19518691,0.5987216,0.18232493,0.4874469
2055,0.77278477,0.108571395,-0.114700966,0.62343216
2056,-0.64221823,-1.2649354,-0.051384296,0.7075821
2057,0.8732346,-0.40945607,0.05105833,0.20841777
2058,-0.5838387,0.7371911,-0.009001816,0.19990742
2059,2.4894996,0.02403236,0.0095631145,0.12827146
2060,0.13504276,0.7284855,-0.12250028,0.43124175
2061,0.32893312,0.9034116,0.034086563,0.010711074
2062,0.17477274,2.007726,-0.020664869,0.55043066
2063,0.33951083,-0.75467616,-0.13276379,0.47450316
2064,-1.4935719,-0.2522392,0.10400274,0.65914285
2065,-0.30888167,0.18037133,0.09460387,0.9767468
2066,0.33953264,3.2620873,-0.014477295,0.2612599
2067,0.09065679,-0.37319827,-0.093347035,0.63199294
2068,-0.112439014,0.7085926,-0.007293855,0.27756727
2069,-0.70116526,0.22884308,0.014603692,0.10046923
2070,-1.1063423,-0.81130403,-0.01745599,0.72551227
2071,0.77800053,0.17956473,0.01536454,0.34037137
2072,0.53173983,0.47937876,0.19240281,0.4902084
2073,-0.46775725,-0.20202923,-0.060500335,0.6592456
2074,-0.231215,-0.058546085,0.07025248,0.666476
2075,0.16020545,-1.4909252,-0.053991783,0.27866662
2076,-1.2561249,1.3091185,0.03624438,0.6598822
2077,-0.20584379,0.4730598,0.045588568,0.9735241
2078,0.14465715,-0.14006454,0.08417399,0.2421974
2079,1.198746,-1.1478148,-0.013421128,0.88996196
2080,-0.9884787,-1.566724,0.040996257,0.27386773
2081,1.8463182,-0.18981726,0.0036757612,0.25768244
2082,1.3908843,2.0958307,-0.121062614,0.28099036
2083,-0.71656483,0.6944729,-0.14306994,0.9810387
2084,-0.31720167,-1.518694,-0.07168226,0.011983037
2085,-0.757596,-0.548306,0.028136289,0.5321431
2086,-0.7454524,0.76990074,-0.06816613,0.4859377
2087,-2.0863066,0.23210895,0.1194881,0.02545619
2088,-0.54607016,-0.48652995,0.16235602,0.4708426
2089,-0.26540512,-0.10377492,-0.026654128,0.9660044
2090,0.8623482,-0.66656286,-0.08888817,0.30469668
2091,-1.7019868,0.62354887,-0.07987322,0.769222
2092,0.54593927,0.6746598,0.021537667,0.026024818
2093,0.59501266,0.6170774,0.021630984,0.6958636
2094,0.62817687,-1.4125711,0.035328478,0.2761383
2095,1.1843514,1.1305394,-0.0006900477,0.3883916
2096,-1.092036,-1.5363116,0.1911814,0.7176528
2097,0.63414216,0.9934474,-0.14077272,0.551919
2098,-0.4981796,-0.99084026,-0.074654214,0.91500366
2099,-0.6452256,1.0231858,0.042073067,0.29150546
2100,-0.39799023,0.018396959,0.0585016,0.35026228
2101,0.5039947,0.2850033,0.058323096,0.9831995
2102,0.14188515,-0.5392366,-0.07897508,0.755054
2103,-1.4723941,0.41373107,0.0037248898,0.39535546
2104,-0.12110977,-0.48048872,0.0958244,0.9109926
2105,-1.308876,2.396365,-0.025080755,0.90607226
2106,-0.29805925,-0.8345349,0.058243632,0.4690646
2107,0.7698694,0.036407165,0.081563145,0.86349404
2108,-0.6901749,-0.74965084,0.14178221,0.018673658
2109,-0.96285695,0.0160838,0.1628225,0.4498881
2110,0.28193155,-1.541739,-0.06269818,0.37223935
2111,-0.43570286,-1.6124084,-0.001660515,0.23276639
2112,-0.20850016,0.4316921,-0.19280009,0.96543443
2113,-1.7789011,-0.5110196,-0.01428144,0.61198497
2114,1.715535,1.2243067,-0.042770136,0.5438906
2115,-0.28650346,0.3225131,0.1431994,0.04342413
2116,-0.08081403,-0.62241864,0.11904593,0.8210081
2117,0.920795,0.5716299,-0.16885881,0.53626025
2118,0.26450005,0.68943626,0.06207792,0.14791787
2119,-1.4059329,0.7858233,-0.007126204,0.054587364
2120,1.4907967,-1.6336644,-0.0039914655,0.50475776
2121,-0.30750924,-1.3117739,-0.12163222,0.54280186
2122,-1.3953763,-0.8276866,-0.03147388,0.33595943
2123,1.5999011,-0.99929637,0.104786135,0.27720845
2124,-0.42354956,0.77684563,-0.13804302,0.8232027
2125,-0.2218229,1.0492443,-0.08366384,0.5839505
2126,-0.40263364,0.11406045,-0.13847299,0.21458173
2127,0.6296091,-0.52681,-0.10352238,0.52005064
2128,-1.5068753,3.0886388,-0.06047396,0.0022494793
2129,-1.2618806,-0.6300935,0.036724754,0.7552241
2130,1.7034417,-0.018855268,-0.0739164,0.44341028
2131,-0.10394285,-0.33994466,0.12594198,0.9943329
2132,-0.99611074,1.7539442,-0.09495846,0.24107945
2133,-2.3906236,-0.885107,-0.011200871,0.04255998
2134,-0.9911361,0.851448,-0.11843958,0.015416384
2135,0.63248724,0.84547454,-0.031881914,0.87271047
2136,0.019410117,1.0307287,0.06111465,0.7302021
2137,-0.6810673,-1.3505634,-0.075185224,0.10673857
2138,1.3236967,-0.1657967,0.149427,0.78506434
2139,0.85387945,-0.8897527,0.086290926,0.10419881
2140,-0.7498526,-0.58075523,0.006203645,0.01279366
2141,1.1580036,0.007435815,0.15047818,0.33753705
2142,0.24039851,0.29604793,0.040993594,0.3366301
2143,-1.4980434,-0.001725872,-0.02645104,0.28124166
2144,0.41236135,-1.4040512,0.08687856,0.74423575
2145,0.72604877,0.6726217,0.035067093,0.06351042
2146,-0.87876785,-1.0268312,0.12029608,0.5301552
2147,-0.040571682,1.2138318,0.101594284,0.18639064
2148,0.5488418,-2.6207333,-0.14883599,0.45480275
2149,0.081172734,0.030731292,-0.16012453,0.8059145
2150,-0.14518756,0.74373084,-0.101249576,0.89589894
2151,0.38340434,-0.9719224,-0.196917,0.61941814
2152,-0.08640611,-0.7053334,0.202979,0.42665505
2153,1.6135985,-0.91457987,-0.049704906,0.4527508
2154,1.4814211,0.5776156,0.12026049,0.067834854
2155,-0.76109266,0.44280747,0.0040521882,0.9171537
2156,0.2861045,-1.0259892,-0.10576143,0.93750226
2157,1.0438532,0.6963079,-0.0009681928,0.58868194
2158,1.5032669,0.33353516,0.12157197,0.8820181
2159,1.8949287,-0.65528125,-0.018442087,0.6292397
2160,0.32185873,-1.4446642,0.021946428,0.05635643
2161,-2.0742593,-0.089425914,-0.07086884,0.6598594
2162,0.51703495,0.9083818,-0.06664666,0.46862817
2163,1.3780195,-0.7803939,-0.077131525,0.6334723
2164,0.54339767,1.469053,0.00613311,0.8843168
2165,0.2552898,0.46076936,-0.23484953,0.83178973
2166,-0.58451957,0.6008171,-0.11704513,0.33602035
2167,-0.11697576,-0.4682077,-0.041704003,0.9277483
2168,-2.4421902,-0.7092659,0.010378258,0.39682853
2169,-0.6173115,-0.3753873,0.047332782,0.7925278
2170,-0.033738468,-1.9580542,-0.09557993,0.5113381
2171,1.2554599,0.4039631,0.060693186,0.98015606
2172,1.0084393,1.6538061,-0.026600195,0.5494486
2173,0.47511938,-0.41905895,-0.018052427,0.32265615
2174,-0.61383075,0.92460227,0.028262842,0.22481608
2175,-1.6816994,0.20778058,0.12248601,0.08542216
2176,-0.44795978,1.7695909,-0.065575354,0.15772712
2177,1.1945224,-0.07826756,-0.043427106,0.4806534
2178,0.29500285,0.049806554,-0.10783451,0.24007261
2179,-2.432444,1.597337,0.054800857,0.64642584
2180,-0.56778747,-0.5560202,0.02992445,0.048638463
2181,1.4780989,-0.23259476,-0.06601803,0.17222345
2182,0.49717125,1.0426843,-0.16868053,0.32828176
2183,0.9358315,-0.4327119,-0.011036257,0.53154814
2184,1.1394961,1.1448296,0.040170692,0.3799876
2185,-0.8260699,-1.1537889,0.15044974,0.56894577
2186,0.563078,-0.63316536,0.006735599,0.6733215
2187,0.713745,1.504807,0.07892756,0.7162405
2188,0.5619235,-0.47884038,-0.09508353,0.019409418
2189,-1.3602039,0.29118422,-0.013060722,0.81665075
