,senior-level_skill
2493,0.0
3711,0.0
2640,0.0
2621,0.0
3178,0.0
3462,0.0
3507,0.0
3855,0.0
2269,0.0
3176,0.0
3449,0.0
2550,0.0
2046,0.0
3371,0.0
3296,0.0
3881,0.0
2603,0.0
3413,0.0
2483,0.0
2852,0.0
2872,0.0
3737,0.0
2810,0.0
3593,0.0
2531,0.0
2129,0.0
2442,0.0
2563,0.0
3519,0.0
3196,0.0
3643,0.0
2569,0.0
3340,0.0
3615,0.0
3182,0.0
2258,0.0
3380,0.0
2181,0.0
2680,0.0
3714,0.0
3692,0.0
2757,0.0
2024,0.0
2461,0.0
3257,0.0
2628,0.0
3719,0.0
2702,0.0
3924,0.0
3185,0.0
2782,0.0
2604,0.0
2716,0.0
2742,0.0
3626,0.0
2261,0.0
3760,0.0
2558,0.0
2847,0.0
3952,0.0
2683,0.0
3372,0.0
2626,0.0
3016,0.0
2954,0.0
2752,0.0
3696,0.0
2618,0.0
3611,0.0
3274,0.0
3020,0.0
3347,0.0
2033,0.0
2876,0.0
3543,0.0
2703,0.0
3336,0.0
2392,0.0
3019,0.0
3728,0.0
3003,0.0
2186,0.0
2880,0.0
3934,0.0
2123,0.0
3766,0.0
3373,0.0
3246,0.0
3838,0.0
3619,0.0
3970,0.0
2652,0.0
2614,0.0
2323,0.0
3345,0.0
2772,0.0
2777,0.0
3584,0.0
2515,0.0
2520,0.0
3465,0.0
3662,0.0
3601,0.0
3818,0.0
2449,0.0
2947,0.0
2121,0.0
3326,0.0
3411,0.0
3375,0.0
3365,0.0
3642,0.0
3534,0.0
2990,0.0
3103,0.0
3181,0.0
2660,0.0
3409,0.0
3566,0.0
2830,0.0
3527,0.0
3272,0.0
3170,0.0
2348,0.0
3137,0.0
3776,0.0
2062,0.0
3046,0.0
3002,0.0
2597,0.0
2152,0.0
3179,0.0
3943,0.0
2831,0.0
2904,0.0
3627,0.0
3096,0.0
3379,0.0
2303,0.0
3159,0.0
2169,0.0
3232,0.0
3634,0.0
2311,0.0
3955,0.0
3285,0.0
3858,0.0
3038,0.0
2748,0.0
3039,0.0
3515,0.0
3576,0.0
3295,0.0
2855,0.0
3914,0.0
3343,0.0
2350,0.0
3316,0.0
3522,0.0
2340,0.0
2242,0.0
3311,0.0
2938,0.0
3991,0.0
2580,0.0
3829,0.0
3376,0.0
3840,0.0
2215,0.0
2213,0.0
2464,0.0
3352,0.0
2696,0.0
3713,0.0
3870,0.0
2907,0.0
3922,0.0
2577,0.0
2008,0.0
2899,0.0
2741,0.0
2295,0.0
3055,0.0
3318,0.0
3085,0.0
3360,0.0
3139,0.0
2262,0.0
2679,0.0
3247,0.0
2655,0.0
2397,0.0
3011,0.0
2486,0.0
3971,0.0
3437,0.0
3191,0.0
3667,0.0
2276,0.0
3767,0.0
