,years_experience,degree
3392,0.0,3.0
3773,0.0,2.0
2948,0.0,1.0
2141,0.0,3.0
2152,0.0,2.0
3929,0.0,3.0
3827,1.0,1.0
3151,2.0,1.0
3926,0.0,3.0
3981,2.0,1.0
2962,1.0,2.0
2861,1.0,2.0
3309,1.0,1.0
2685,0.0,2.0
3444,0.0,1.0
2973,1.0,1.0
2250,1.0,3.0
3738,0.0,3.0
2081,1.0,1.0
3136,0.0,3.0
3514,3.0,1.0
3311,0.0,1.0
3997,1.0,0.0
3383,1.0,1.0
3901,0.0,2.0
2541,0.0,2.0
2891,2.0,1.0
2707,0.0,2.0
3785,1.0,1.0
3665,1.0,3.0
3744,1.0,0.0
2551,0.0,2.0
3287,3.0,1.0
3874,2.0,0.0
2759,0.0,3.0
3169,1.0,1.0
2862,0.0,3.0
2397,0.0,1.0
2485,0.0,3.0
3850,0.0,2.0
2967,1.0,1.0
2173,0.0,2.0
3593,0.0,2.0
3763,0.0,1.0
2990,0.0,3.0
2005,3.0,0.0
3428,0.0,3.0
2262,0.0,1.0
2630,0.0,3.0
2041,0.0,2.0
2265,2.0,1.0
3254,0.0,1.0
3270,2.0,1.0
2610,1.0,1.0
2926,0.0,2.0
2573,0.0,3.0
2482,0.0,2.0
3192,0.0,1.0
3857,1.0,1.0
2382,1.0,0.0
2698,0.0,3.0
3304,1.0,1.0
2569,1.0,1.0
2788,0.0,1.0
2450,0.0,1.0
2182,0.0,1.0
3910,0.0,1.0
3292,0.0,1.0
2244,0.0,1.0
3918,0.0,1.0
3975,2.0,1.0
2918,1.0,2.0
2195,1.0,1.0
2254,2.0,0.0
2080,0.0,1.0
3235,1.0,1.0
3261,2.0,1.0
2348,0.0,3.0
2989,3.0,0.0
2322,0.0,3.0
3825,0.0,3.0
2636,1.0,1.0
2961,0.0,2.0
3211,1.0,0.0
2123,0.0,1.0
3579,1.0,1.0
2235,1.0,3.0
2057,0.0,1.0
3777,0.0,1.0
2593,2.0,1.0
2103,0.0,3.0
3713,0.0,2.0
2184,1.0,1.0
3532,2.0,1.0
2003,0.0,1.0
2091,0.0,3.0
3010,0.0,3.0
3561,1.0,3.0
2260,1.0,1.0
2779,1.0,1.0
3277,0.0,3.0
3872,1.0,2.0
3572,3.0,1.0
2438,0.0,1.0
3431,1.0,3.0
2157,0.0,1.0
3359,0.0,3.0
3362,0.0,3.0
2735,0.0,1.0
2594,1.0,0.0
2285,1.0,1.0
2614,1.0,1.0
3614,0.0,3.0
3769,1.0,0.0
2543,1.0,0.0
3075,0.0,1.0
3586,1.0,1.0
2704,1.0,1.0
3662,0.0,3.0
2067,0.0,3.0
3319,0.0,1.0
3664,0.0,2.0
2474,3.0,0.0
2487,0.0,3.0
3895,0.0,3.0
2650,1.0,1.0
3624,2.0,1.0
2585,0.0,1.0
3641,2.0,1.0
3900,0.0,1.0
2586,2.0,0.0
2566,0.0,1.0
3979,0.0,1.0
2954,1.0,1.0
3709,0.0,1.0
2302,2.0,1.0
2493,1.0,1.0
2782,1.0,1.0
2457,2.0,1.0
3995,1.0,1.0
2932,1.0,1.0
2224,0.0,1.0
3795,2.0,1.0
3313,1.0,2.0
3989,1.0,1.0
2907,1.0,1.0
2309,2.0,1.0
2770,0.0,2.0
3889,1.0,1.0
3746,1.0,3.0
2655,0.0,3.0
2550,0.0,2.0
3939,1.0,0.0
2252,1.0,1.0
2673,0.0,1.0
2459,0.0,2.0
3420,1.0,0.0
2212,3.0,1.0
3977,3.0,0.0
3956,1.0,1.0
3111,1.0,1.0
3689,1.0,1.0
2434,0.0,1.0
2581,0.0,3.0
2138,0.0,1.0
2283,1.0,3.0
2015,1.0,0.0
2200,0.0,1.0
2199,2.0,2.0
2106,0.0,1.0
2715,1.0,3.0
2664,0.0,3.0
3906,1.0,1.0
3935,1.0,1.0
3946,1.0,1.0
3783,0.0,2.0
3953,1.0,1.0
3329,1.0,1.0
2882,3.0,1.0
3367,1.0,3.0
2122,1.0,3.0
2379,0.0,2.0
3390,0.0,1.0
3281,0.0,2.0
2763,0.0,1.0
2608,0.0,1.0
3218,0.0,3.0
3607,0.0,2.0
3262,1.0,1.0
3464,1.0,0.0
3385,1.0,1.0
3930,0.0,1.0
2915,1.0,1.0
2391,0.0,1.0
2112,1.0,3.0
2913,1.0,1.0
3228,2.0,1.0
3920,1.0,1.0
3732,1.0,3.0
3026,1.0,1.0
