,y
3199,0.0
3713,0.0
2523,0.0
2691,0.0
2019,0.0
3373,0.0
2065,0.0
3862,0.0
3329,0.0
3170,0.0
2309,0.0
2868,0.0
3145,0.0
2712,0.0
3587,0.0
3613,0.0
3894,0.0
2422,0.0
3232,0.0
2253,0.0
3957,0.0
2118,0.0
3950,1.0
2738,1.0
3772,0.0
2660,0.0
3873,0.0
3550,0.0
2389,1.0
3600,0.0
2147,1.0
2616,0.0
2591,0.0
2006,0.0
2568,0.0
3214,0.0
2903,0.0
2202,0.0
2842,0.0
2544,0.0
3289,0.0
3033,0.0
3183,0.0
3884,0.0
3262,0.0
3891,0.0
3997,0.0
2564,1.0
3663,0.0
3928,0.0
3838,0.0
2720,0.0
3304,0.0
3039,0.0
2710,0.0
2953,1.0
2046,1.0
2761,0.0
2383,0.0
3106,0.0
3603,0.0
3091,0.0
3152,0.0
2478,0.0
3947,1.0
2908,0.0
3130,1.0
2704,0.0
2231,0.0
3316,0.0
3936,0.0
3664,0.0
3160,1.0
2257,0.0
2772,0.0
3961,1.0
2355,0.0
2654,0.0
2053,1.0
3611,0.0
3046,0.0
2687,0.0
3721,0.0
2713,1.0
3993,0.0
2168,1.0
3347,0.0
3530,0.0
3387,0.0
2394,0.0
2023,0.0
3422,0.0
2729,0.0
2977,1.0
3910,1.0
3606,0.0
2864,0.0
3648,1.0
3485,0.0
3814,0.0
2399,0.0
2467,0.0
3495,0.0
3566,0.0
3449,1.0
3697,1.0
3348,0.0
3176,0.0
2642,0.0
2707,1.0
2873,0.0
2657,0.0
2976,0.0
3493,0.0
3964,0.0
3190,0.0
2731,0.0
2905,0.0
2708,0.0
2070,1.0
3981,0.0
2286,0.0
2871,0.0
2623,0.0
3221,0.0
3410,1.0
3715,1.0
3358,0.0
3069,0.0
3151,0.0
2416,1.0
2115,0.0
3730,0.0
3929,0.0
3002,0.0
3678,0.0
3616,1.0
2689,0.0
2962,0.0
3826,0.0
3867,0.0
2329,0.0
2190,0.0
3722,0.0
2595,0.0
3740,0.0
3515,0.0
3059,0.0
3247,1.0
2999,0.0
2665,0.0
3871,1.0
3517,0.0
3938,1.0
3520,0.0
3171,0.0
3708,0.0
2199,0.0
2975,0.0
3144,0.0
2242,0.0
2887,0.0
3048,1.0
2465,0.0
2108,0.0
3673,0.0
3918,1.0
3379,0.0
3451,0.0
2922,1.0
2582,0.0
3660,0.0
2456,1.0
2588,0.0
3541,0.0
3640,0.0
3394,0.0
2821,0.0
2889,1.0
2267,0.0
3825,0.0
2993,0.0
3465,0.0
3559,1.0
3294,0.0
2735,0.0
2402,0.0
3211,0.0
2967,0.0
2479,0.0
2555,1.0
3068,0.0
3342,1.0
2221,0.0
2485,0.0
2892,0.0
2948,1.0
3017,0.0
3709,0.0
2902,0.0
