r_type,t_type,x1_mean,x2_mean,x3_mean,causes_mean,non-causes_mean,x1_std,x2_std,x3_std,causes_std,non-causes_std,gamma
individualized,acceptance,0.8724040404040405,1.4820774410774413,0.27354545454545454,2.3544814814814816,0.27354545454545454,0.13357192610318225,0.17125802439784923,0.009689817438087804,0.30478084280334544,0.009689817438087804,0.75
individualized,acceptance,0.8493336950623981,0.007524145415084101,0.043071984083921135,0.8568578404774824,0.043071984083921135,0.1015243414047167,0.002563567675266664,0.02343272483975869,0.10041727573520197,0.02343272483975869,0.75
individualized,acceptance,0.8493336950623981,0.007524145415084101,0.043071984083921135,0.8568578404774824,0.043071984083921135,0.1015243414047167,0.002563567675266664,0.02343272483975869,0.10041727573520197,0.02343272483975869,0.9499999999999998
individualized,acceptance,0.8680707070707071,1.4914107744107745,0.27354545454545454,2.3594814814814815,0.27354545454545454,0.1262023981606523,0.18706275926495702,0.009689817438087804,0.31326369071070975,0.009689817438087804,0.9499999999999998
subpopulation,acceptance,0.8610437710437711,1.4854175084175087,0.2835723905723906,2.3464612794612796,0.2835723905723906,0.14123279618208298,0.1470412149685658,0.012714545236808565,0.28812636108552403,0.012714545236808565,0.75
subpopulation,acceptance,0.8493336950623981,0.007524145415084101,0.043071984083921135,0.8568578404774824,0.043071984083921135,0.1015243414047167,0.002563567675266664,0.02343272483975869,0.10041727573520197,0.02343272483975869,0.75
subpopulation,acceptance,0.8493336950623981,0.007524145415084101,0.043071984083921135,0.8568578404774824,0.043071984083921135,0.1015243414047167,0.002563567675266664,0.02343272483975869,0.10041727573520197,0.02343272483975869,0.9499999999999998
subpopulation,acceptance,0.8379360269360269,1.546632996632997,0.30767340067340065,2.3845690235690236,0.30767340067340065,0.12656994774273284,0.19915587021243092,0.01530421482008779,0.32482865980721737,0.01530421482008779,0.9499999999999998
individualized,counterfactual,0.8299360269360267,1.554632996632997,0.3103400673400673,2.3845690235690236,0.3103400673400673,0.11190360279304137,0.21638823609632468,0.01530245467908736,0.32768835535025204,0.01530245467908736,0.75
individualized,counterfactual,0.8493336950623981,0.007524145415084101,0.043071984083921135,0.8568578404774824,0.043071984083921135,0.1015243414047167,0.002563567675266664,0.02343272483975869,0.10041727573520197,0.02343272483975869,0.75
individualized,counterfactual,0.8493336950623981,0.007524145415084101,0.043071984083921135,0.8568578404774824,0.043071984083921135,0.1015243414047167,0.002563567675266664,0.02343272483975869,0.10041727573520197,0.02343272483975869,0.9499999999999998
individualized,counterfactual,0.8299360269360267,1.554632996632997,0.3103400673400673,2.3845690235690236,0.3103400673400673,0.11190360279304137,0.21638823609632468,0.01530245467908736,0.32768835535025204,0.01530245467908736,0.9499999999999998
individualized,improvement,1.32,1.9349999999999998,,3.2550000000000003,0.0,0.08072793816269558,0.27974810097657504,,0.35952607694018524,0.0,0.75
individualized,improvement,1.32,1.9349999999999998,,3.2550000000000003,0.0,0.08072793816269558,0.27974810097657504,,0.35952607694018524,0.0,0.75
individualized,improvement,1.9033333333333333,3.1033333333333335,,5.006666666666667,0.0,0.11622535581074112,0.21864202096882826,,0.3324595213455826,0.0,0.9499999999999998
individualized,improvement,1.9033333333333333,3.1033333333333335,,5.006666666666667,0.0,0.11622535581074112,0.21864202096882826,,0.3324595213455826,0.0,0.9499999999999998
subpopulation,improvement,1.1273333333333333,1.4686666666666666,,2.596,0.0,0.10089763789768974,0.10597326706926297,,0.2014646370954464,0.0,0.75
subpopulation,improvement,1.1273333333333333,1.4686666666666666,,2.596,0.0,0.10089763789768974,0.10597326706926297,,0.2014646370954464,0.0,0.75
subpopulation,improvement,1.6300000000000001,1.8646666666666665,,3.494666666666667,0.0,0.17376133056580775,0.08717989064763344,,0.25526718029024653,0.0,0.9499999999999998
subpopulation,improvement,1.6300000000000001,1.8646666666666665,,3.494666666666667,0.0,0.17376133056580775,0.08717989064763344,,0.25526718029024653,0.0,0.9499999999999998
