,x1,x2
1494,1.2,2.3
1589,2.3,4.6
1961,1.2,2.5
1244,0.7,1.7
1025,1.1,0.0
1588,0.9,-0.0
1781,1.4,2.2
1537,0.0,3.0
1470,0.9,1.5
1724,2.2,4.3
1391,1.7,1.7
1031,1.1,0.0
1256,1.4,2.8
1554,2.1,4.1
1203,0.6,1.2
1206,1.3,1.8
1211,1.4,3.0
1531,0.9,1.6
1165,1.3,0.0
1741,1.2,2.5
1647,0.6,1.1
1313,1.4,0.0
1568,2.8,4.2
1518,0.7,1.3
1016,1.9,3.7
1014,0.2,2.0
1556,0.9,3.1
1890,1.5,-0.0
1415,0.9,1.7
1316,1.9,3.8
1519,1.5,1.4
1428,1.5,3.1
1488,1.2,3.1
1823,1.4,3.0
1704,1.5,3.1
1930,1.2,2.3
1582,1.2,4.3
1529,1.8,3.7
1308,0.7,1.3
1193,2.5,3.3
1357,1.0,3.1
1194,2.0,-0.0
1579,0.4,3.3
1011,1.7,3.3
1746,1.3,-0.0
1154,0.6,1.5
1048,2.6,2.1
1078,0.6,1.3
1474,1.1,2.3
1296,1.9,-0.0
1883,1.1,2.4
1001,1.6,7.1
1453,0.8,1.6
1847,1.3,2.5
1720,0.6,1.1
1226,2.1,0.9
1959,1.2,2.4
1133,0.7,1.3
1379,1.0,1.9
1845,1.0,-0.0
1689,1.0,1.9
1928,0.7,3.3
1960,1.5,3.1
1751,0.0,-0.1
1934,1.3,0.5
1319,0.5,2.6
1606,0.5,2.1
1437,2.6,2.6
1282,1.8,-0.0
1204,1.0,2.3
1954,1.7,3.6
1144,0.9,2.7
1033,0.6,1.1
1283,1.0,2.7
1520,1.2,2.5
1829,2.8,5.1
1693,1.6,3.1
1293,2.2,1.6
1348,1.7,-0.0
1295,2.7,5.4
1649,0.5,1.3
1020,1.1,-0.0
1906,1.8,-0.0
1873,2.1,2.4
1289,1.1,2.0
1629,1.5,2.9
1309,0.8,1.6
1983,1.1,2.2
1684,0.7,1.3
1626,0.9,2.0
1803,2.1,4.3
1907,0.2,2.8
1651,1.7,0.0
1230,0.2,1.4
1146,1.4,2.7
1292,1.9,1.9
1000,1.6,2.6
1759,1.9,0.0
1627,1.3,2.6
1507,3.2,6.3
