,y_hat
19058,False
15568,False
11497,False
17261,False
11644,False
17881,False
13279,False
10778,False
10927,False
12994,False
13414,False
11614,False
11442,False
18496,False
15511,False
13754,False
13331,False
12423,False
17851,False
15531,False
15660,False
19230,False
19176,False
14200,False
16800,False
17453,False
14778,False
13750,False
12121,False
16328,False
17151,False
15607,False
16202,False
12673,False
19803,False
19632,False
18548,False
11924,False
14167,False
11258,False
11866,False
13765,False
16460,False
19227,False
10370,False
10754,False
15602,False
13824,False
11806,False
10251,False
17635,False
12495,False
11259,False
19710,False
10391,False
18011,False
19735,False
12583,False
18039,False
11812,False
16417,False
19454,False
19172,False
16931,False
11311,False
14893,False
18312,False
11489,False
16144,False
12569,False
18336,False
18400,False
10978,False
17346,False
13700,False
18414,False
15203,False
11741,False
14333,False
16278,False
15825,False
14455,False
16284,False
17715,False
17399,False
12325,False
11251,False
11462,False
14524,False
16663,False
16625,False
17720,False
10859,False
18444,False
14221,False
18862,False
16831,False
18037,False
16472,False
10300,False
17787,False
16754,False
12959,False
11073,False
16900,False
18000,False
16456,False
10976,False
19155,False
16767,False
10313,False
10062,False
18416,False
19425,False
10335,False
19762,False
13918,False
10011,False
12250,False
18403,False
19344,False
10544,False
17595,False
11369,False
19025,False
17970,False
15185,False
14022,False
12930,False
17102,False
18543,False
16917,False
10768,False
10820,False
17474,False
11641,False
12269,False
12007,False
19640,False
19765,False
19898,False
18840,False
11671,False
19892,False
11958,False
15072,False
18459,False
19587,False
18354,False
15103,False
12860,False
17756,False
18423,False
10021,False
11927,False
12941,False
16047,False
12537,False
13066,False
17050,False
12978,False
15924,False
11101,False
14018,False
13574,False
14162,False
18332,False
13555,False
19307,False
18275,False
13545,False
12249,False
17631,False
18751,False
13794,False
16939,False
17011,False
17279,False
18233,False
13733,False
15460,False
13421,False
10629,False
13538,False
16795,False
18776,False
12866,False
15445,False
13343,False
17227,False
11554,False
16631,False
11758,False
15485,False
15039,False
11297,False
14653,False
11195,False
14480,False
19722,False
