,y_hat
2918,False
3201,False
3404,False
3996,False
2713,False
2470,False
2665,False
2236,False
2778,False
2783,False
3743,False
2260,False
2091,False
3551,False
2353,False
3234,False
3205,False
3129,False
3903,False
2225,False
2573,False
3538,False
3074,False
3038,False
2637,False
2694,False
3484,False
3858,False
2738,False
2461,False
3138,False
2504,False
2382,False
3500,False
3986,False
2769,False
2424,False
3692,False
2750,False
3980,False
3822,False
3985,False
2282,False
2491,False
3908,False
2229,False
3916,False
2514,False
2220,False
2541,False
2821,False
2013,False
2109,False
3981,False
3055,False
2068,False
2059,False
3953,False
2584,False
3158,False
3752,False
3755,False
2722,False
3563,False
3591,False
2621,False
3756,False
2381,False
2338,False
2686,False
2623,False
3282,False
3390,False
3307,False
3061,False
2132,False
2164,False
2008,False
3373,False
3489,False
2715,False
3576,False
2391,False
2938,False
2697,False
3381,False
2609,False
2617,False
2107,False
3891,False
3533,False
3647,False
2350,False
3847,False
3430,False
2836,False
3710,False
3634,False
2065,False
3912,False
2967,False
2925,False
3501,False
3678,False
2015,False
2300,False
3747,False
3717,False
2270,False
3722,False
3131,False
2365,False
2505,False
3944,False
3942,False
3749,False
3937,False
2321,False
3627,False
2020,False
2631,False
2812,False
2183,False
2216,False
2892,False
2513,False
2509,False
2480,False
3432,False
3940,False
2800,False
3042,False
3442,False
2360,False
3932,False
2795,False
3681,False
2966,False
3874,False
3742,False
2839,False
2249,False
2841,False
2797,False
2587,False
3729,False
2611,False
3146,False
2598,False
2073,False
3905,False
2961,False
3988,False
2281,False
2640,False
3508,False
3204,False
2255,False
2261,False
2482,False
2848,False
2298,False
2914,False
3314,False
3019,False
3237,False
3275,False
2628,False
2782,False
3459,False
2156,False
3686,False
2230,False
3784,False
3994,False
3828,False
2347,False
3035,False
2639,False
2680,False
3510,False
3020,False
2362,False
3165,False
3069,False
3833,False
3844,False
2954,False
2685,False
2217,False
2653,False
3829,False
2078,False
2232,False
2096,False
2605,False
2532,False
2998,False
2257,False
2372,False
