,perc_recomm_found,gamma,eta,gamma_obs,gamma_obs_pre,eta_obs,eta_obs_individualized,costs,lbd,thresh,r_type,t_type,iteration,model_coef,eta_obs_refits_batch0_mean,intv-cost
0,1.0,0.95,0.95,0.9800000190734863,0.10000000149011612,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,1,"[[0.9327594417134599, 0.6963516548474805, 1.206375990713508], [0.012804733250666379]]",0.9959999918937683,4.1495
1,1.0,0.95,0.95,0.5400000214576721,0.10999999940395355,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,1,"[[0.9327594417134599, 0.6963516548474805, 1.206375990713508], [0.012804733250666379]]",0.6010000109672546,2.4825
2,1.0,0.95,0.95,0.4300000071525574,0.10499999672174454,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,1,"[[0.9327594417134599, 0.6963516548474805, 1.206375990713508], [0.012804733250666379]]",0.32899999618530273,3.4595000000000002
3,1.0,0.95,0.95,0.9350000023841858,0.14000000059604645,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,1,"[[0.9327594417134599, 0.6963516548474805, 1.206375990713508], [0.012804733250666379]]",1.0,4.125
4,1.0,0.95,0.95,0.5149999856948853,0.125,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,1,"[[0.9327594417134599, 0.6963516548474805, 1.206375990713508], [0.012804733250666379]]",0.49800005555152893,2.8575
5,1.0,0.95,0.95,0.925000011920929,0.10499999672174454,0.995,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,2,"[[0.20922404729563907, 0.1672945390100003, 1.903473096526721], [0.058136527717360456]]",0.9770000576972961,3.955
6,1.0,0.95,0.95,0.27000001072883606,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,2,"[[0.20922404729563907, 0.1672945390100003, 1.903473096526721], [0.058136527717360456]]",0.718000054359436,1.855
7,1.0,0.95,0.95,0.20000000298023224,0.11500000208616257,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,2,"[[0.20922404729563907, 0.1672945390100003, 1.903473096526721], [0.058136527717360456]]",0.652999997138977,1.9035000000000002
8,1.0,0.95,0.95,0.9399999976158142,0.10499999672174454,0.995,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,2,"[[0.20922404729563907, 0.1672945390100003, 1.903473096526721], [0.058136527717360456]]",0.9859999418258667,3.9975
9,1.0,0.95,0.95,0.3149999976158142,0.0949999988079071,0.99,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,2,"[[0.20922404729563907, 0.1672945390100003, 1.903473096526721], [0.058136527717360456]]",0.7059999704360962,1.9605000000000001
10,1.0,0.95,0.95,0.9649999737739563,0.10499999672174454,1.0,1.0,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,improvement,0,"[[1.0264057045106456, 1.1453765745485598, 0.9027204694676885], [0.005588803036194463]]",0.9979999661445618,3.7725
11,1.0,0.95,0.95,0.5400000214576721,0.10499999672174454,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,acceptance,0,"[[1.0264057045106456, 1.1453765745485598, 0.9027204694676885], [0.005588803036194463]]",0.7500000596046448,2.451
12,1.0,0.95,0.95,0.4950000047683716,0.14499999582767487,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,individualized,counterfactual,0,"[[1.0264057045106456, 1.1453765745485598, 0.9027204694676885], [0.005588803036194463]]",0.6650000214576721,3.0525
13,1.0,0.95,0.95,0.9649999737739563,0.10499999672174454,1.0,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,improvement,0,"[[1.0264057045106456, 1.1453765745485598, 0.9027204694676885], [0.005588803036194463]]",0.9950000643730164,3.9010000000000002
14,1.0,0.95,0.95,0.5799999833106995,0.10499999672174454,0.985,,"[1.0, 1.0, 1.0]",300.0,0.5,subpopulation,acceptance,0,"[[1.0264057045106456, 1.1453765745485598, 0.9027204694676885], [0.005588803036194463]]",0.762999951839447,2.3375
