,0
1082,1.0
1435,1.0
1198,1.0
1744,1.0
1281,1.0
1011,1.0
1143,1.0
1740,1.0
1697,1.0
1499,1.0
1816,1.0
1391,1.0
1941,1.0
1329,1.0
1649,1.0
1870,1.0
1502,1.0
1258,1.0
1116,1.0
1594,1.0
1039,1.0
1641,1.0
1464,1.0
1823,1.0
1898,1.0
1789,1.0
1661,1.0
1820,1.0
1414,1.0
1100,1.0
1212,1.0
1030,1.0
1270,1.0
1234,1.0
1189,1.0
1446,1.0
1520,1.0
1990,1.0
1366,1.0
1327,1.0
1387,1.0
1723,1.0
1290,1.0
1667,1.0
1625,1.0
1315,1.0
1664,1.0
1934,1.0
1793,1.0
1924,1.0
1369,1.0
1401,1.0
1267,1.0
1099,1.0
1348,1.0
1618,1.0
1657,1.0
1766,1.0
1953,1.0
1624,1.0
1617,1.0
1504,1.0
1991,1.0
1725,1.0
1855,1.0
1971,1.0
1567,1.0
1942,1.0
1302,1.0
1665,1.0
1629,1.0
1277,1.0
1075,1.0
1376,1.0
1475,1.0
1223,1.0
1830,1.0
1962,1.0
1408,1.0
1711,1.0
1552,1.0
1949,1.0
1002,1.0
1735,1.0
1633,1.0
1184,1.0
1090,1.0
1798,1.0
1203,1.0
1070,1.0
1162,1.0
1067,1.0
1168,1.0
1836,1.0
1388,1.0
1995,1.0
1233,1.0
1404,1.0
1639,1.0
1459,1.0
