,years_experience,degree,nr_commits,nr_languages,nr_stars
209,0.0,0.0,1009.0,2.0,9.0
326,3.0,0.0,3029.0,6.0,9.0
303,0.0,0.0,1010.0,1.0,3.0
224,2.0,0.0,2019.0,4.0,4.0
264,1.0,2.0,1009.0,3.0,10.0
267,1.0,1.0,1011.0,1.0,9.0
219,0.0,2.0,1007.0,6.0,5.0
337,1.0,0.0,1012.0,2.0,4.0
213,0.0,2.0,1008.0,4.0,7.0
339,2.0,0.0,2023.0,2.0,2.0
332,1.0,0.0,1011.0,6.0,3.0
225,1.0,0.0,1011.0,2.0,8.0
347,3.0,0.0,3030.0,4.0,7.0
317,0.0,2.0,1012.0,4.0,8.0
351,1.0,1.0,1009.0,1.0,7.0
238,3.0,0.0,2018.0,4.0,9.0
362,2.0,0.0,1013.0,7.0,3.0
208,0.0,2.0,1011.0,4.0,9.0
235,3.0,0.0,2023.0,0.0,9.0
263,2.0,1.0,1010.0,2.0,5.0
244,1.0,0.0,2021.0,3.0,9.0
376,1.0,0.0,1009.0,2.0,6.0
248,0.0,0.0,1010.0,1.0,4.0
242,0.0,0.0,1010.0,4.0,9.0
296,0.0,0.0,1011.0,5.0,9.0
217,2.0,0.0,1009.0,0.0,3.0
322,3.0,0.0,3031.0,3.0,8.0
382,1.0,0.0,1010.0,2.0,3.0
338,1.0,1.0,1011.0,3.0,7.0
262,1.0,0.0,1009.0,3.0,5.0
236,2.0,0.0,2019.0,1.0,3.0
392,3.0,0.0,3031.0,6.0,5.0
390,1.0,2.0,1008.0,4.0,9.0
205,2.0,0.0,2022.0,0.0,8.0
293,0.0,1.0,1013.0,2.0,7.0
356,2.0,0.0,2020.0,8.0,1.0
202,3.0,0.0,3031.0,6.0,8.0
251,3.0,0.0,1009.0,8.0,5.0
277,2.0,0.0,2021.0,2.0,7.0
227,1.0,0.0,1012.0,3.0,2.0
394,1.0,1.0,1014.0,5.0,6.0
253,3.0,0.0,3029.0,2.0,5.0
371,2.0,0.0,1014.0,1.0,9.0
367,0.0,0.0,1011.0,6.0,4.0
283,1.0,0.0,2020.0,2.0,6.0
340,0.0,1.0,1012.0,5.0,6.0
216,3.0,0.0,2020.0,0.0,8.0
353,1.0,0.0,1012.0,0.0,8.0
325,1.0,2.0,1010.0,2.0,1.0
384,3.0,0.0,1012.0,2.0,7.0
