,y_hat
1110,False
1118,False
1236,False
1639,False
1312,False
1361,False
1418,False
1603,False
1002,False
1806,False
1348,False
1170,False
1899,False
1295,False
1820,False
1859,False
1383,False
1574,False
1723,False
1267,False
1906,False
1009,False
1949,False
1484,False
1606,False
1398,False
1317,False
1713,False
1661,False
1902,False
1505,False
1166,False
1652,False
1667,False
1287,False
1794,False
1386,False
1811,False
1385,False
1761,False
1130,False
1014,False
1942,False
1324,False
1532,False
1989,False
1826,False
1234,False
1769,False
1717,False
1467,False
1683,False
1953,False
1316,False
1495,False
1230,False
1736,False
1836,False
1646,False
1842,False
1462,False
1598,False
1485,False
1431,False
1817,False
1865,False
1651,False
1731,False
1567,False
1065,False
1366,False
1196,False
1087,False
1347,False
1293,False
1743,False
1469,False
1438,False
1648,False
1884,False
1770,False
1426,False
1901,False
1895,False
1563,False
1627,False
1146,False
1414,False
1752,False
1629,False
1888,False
1873,False
1745,False
1962,False
1303,False
1311,False
1209,False
1168,False
1492,False
1016,False
