,0
548,0.0
890,0.0
643,0.0
818,0.0
565,0.0
727,0.0
625,0.0
844,0.0
589,0.0
826,0.0
646,1.0
863,0.0
943,0.0
631,0.0
713,0.0
742,0.0
829,1.0
941,0.0
735,0.0
510,0.0
878,1.0
518,0.0
547,0.0
536,0.0
809,0.0
516,0.0
546,0.0
814,0.0
695,0.0
605,1.0
801,0.0
808,0.0
980,0.0
636,0.0
677,0.0
676,0.0
799,0.0
568,0.0
616,0.0
557,0.0
870,1.0
572,1.0
586,0.0
592,0.0
775,1.0
873,0.0
743,0.0
765,0.0
828,0.0
796,1.0
990,0.0
739,0.0
967,1.0
661,0.0
566,0.0
804,0.0
736,0.0
970,0.0
640,1.0
756,0.0
632,0.0
574,0.0
836,0.0
731,0.0
959,0.0
660,0.0
936,0.0
665,0.0
977,1.0
542,1.0
951,0.0
593,0.0
910,0.0
871,0.0
722,0.0
838,0.0
794,0.0
787,0.0
689,0.0
699,0.0
789,0.0
904,0.0
737,0.0
619,0.0
798,0.0
504,1.0
654,0.0
570,0.0
909,0.0
573,0.0
907,0.0
611,0.0
627,0.0
975,0.0
978,0.0
753,0.0
628,0.0
712,0.0
866,0.0
961,0.0
