,y_hat
11922,False
17615,False
10435,False
10549,False
12583,False
19898,False
13265,False
18419,False
10488,False
14107,False
16448,False
17201,False
11282,False
19734,False
16650,False
11692,False
12736,False
11222,False
18618,False
10143,False
13092,False
18248,False
14038,False
19256,False
19931,False
10970,False
15125,False
16836,False
15819,False
13292,False
18048,False
16656,False
12437,False
15616,False
16140,False
13618,False
15606,False
13630,False
15721,False
17400,False
14400,False
14924,False
10531,False
14575,False
14874,False
14777,False
14243,False
14240,False
15783,False
11466,False
12937,False
14793,False
14623,False
11978,False
16260,False
12946,False
17685,False
16000,False
18930,False
13928,False
12358,False
13814,False
10770,False
14049,False
15951,False
10126,False
18185,False
12385,False
17433,False
10414,False
17034,False
14964,False
16907,False
19318,False
17813,False
17889,False
18487,False
11303,False
16474,False
12748,False
16454,False
18982,False
16873,False
14409,False
12510,False
11097,False
10013,False
10934,False
18562,False
14639,False
16359,False
16879,False
13135,False
12739,False
10850,False
15347,False
15670,False
19165,False
14160,False
10058,False
13923,False
18417,False
10844,False
13295,False
11572,False
10753,False
15285,False
13592,False
10145,False
17796,False
14886,False
19078,False
10619,False
12827,False
10916,False
16521,False
15993,False
12032,False
16491,False
17667,False
11993,False
17868,False
19248,False
14464,False
12431,False
18760,False
16073,False
14875,False
15515,False
17164,False
15722,False
13619,False
17390,False
18538,False
17492,False
15340,False
19574,False
17756,False
10350,False
10485,False
10917,False
10710,False
16083,False
14821,False
16746,False
14032,False
10849,False
12457,False
16780,False
16679,False
12021,False
14388,False
16754,False
16739,False
14702,False
12909,False
12882,False
13232,False
12669,False
17273,False
17852,False
14015,False
19218,False
12438,False
19313,False
12491,False
12369,False
11759,False
16797,False
19976,False
16698,False
18271,False
13859,False
18891,False
16858,False
18691,False
10443,False
12849,False
15264,False
14996,False
15069,False
17825,False
12047,False
15855,False
16781,False
11187,False
18215,False
17065,False
12034,False
11008,False
19849,False
14654,False
17007,False
15341,False
16944,False
18141,False
17130,False
18324,False
11626,False
17630,False
