,x1,x2
1336,1.6,2.4
1287,1.5,2.3
1977,1.4,2.1
1533,1.6,2.4
1761,2.2,0.0
1963,1.2,2.0
1148,1.7,0.0
1620,2.2,0.0
1276,1.4,2.3
1059,1.7,-0.0
1680,1.9,0.0
1273,1.5,2.2
1011,1.3,2.2
1222,1.4,2.8
1297,1.9,0.0
1555,1.8,-0.0
1311,1.7,3.0
1636,1.9,0.0
1005,1.4,2.0
1502,2.1,3.1
1865,1.7,0.0
1931,1.9,0.0
1325,1.4,2.1
1278,1.9,0.0
1492,1.2,2.1
1528,2.1,0.0
1813,1.5,2.2
1159,1.5,2.3
1271,1.6,2.5
1909,2.1,3.1
1337,1.3,2.0
1038,1.7,2.5
1068,1.4,2.1
1242,1.5,2.2
1744,1.9,0.0
1855,1.8,0.0
1137,1.8,0.0
1449,0.5,3.2
1552,2.1,-0.0
1995,2.0,2.9
1455,1.6,2.4
1927,2.2,0.0
1814,1.7,0.0
1732,1.9,0.0
1263,1.6,2.3
1070,1.6,2.3
1335,2.1,3.4
1669,1.3,1.8
1217,1.5,2.9
1031,1.5,2.2
1846,2.1,3.1
1941,2.1,0.0
1353,1.5,2.2
1567,1.6,2.4
1594,2.1,-0.0
1080,1.7,-0.0
1531,1.5,1.7
1149,1.7,2.2
1409,1.8,-0.0
1981,1.4,2.2
1735,1.7,0.0
1622,1.4,2.1
1799,1.3,2.1
1105,1.3,2.2
1536,1.5,2.2
1961,1.8,-0.0
1039,1.4,2.1
1863,1.5,2.3
1408,1.4,2.1
1234,1.5,2.2
1918,1.4,1.9
1737,2.0,0.0
1923,1.9,0.0
1862,1.9,0.0
1518,2.0,3.1
1379,1.8,-0.0
1980,1.7,-0.0
1996,2.1,2.9
1498,1.4,2.2
1025,1.0,2.3
1174,1.8,0.0
1966,2.0,-0.0
1486,1.5,2.3
1480,1.9,-0.0
1821,1.4,2.1
1043,1.4,2.2
1878,1.7,2.6
1446,2.1,3.1
1270,2.0,3.0
1235,1.9,2.8
1029,2.0,3.0
1382,1.9,3.0
1188,2.4,0.0
1691,1.4,2.1
1024,2.0,2.9
1824,1.3,1.9
1733,1.8,0.0
1454,1.4,2.1
1246,1.9,0.0
1041,2.1,3.0
