,years_experience,degree
2436,0.0,1.0
3155,1.0,0.0
3039,1.0,0.0
2605,0.0,3.0
3790,2.0,0.0
3717,0.0,2.0
2216,1.0,1.0
3434,0.0,1.0
2085,0.0,3.0
2435,0.0,2.0
3074,1.0,1.0
2635,2.0,0.0
3509,1.0,1.0
3625,0.0,3.0
3920,0.0,1.0
2803,1.0,0.0
3686,0.0,2.0
2178,3.0,0.0
2834,0.0,1.0
3731,0.0,3.0
2674,0.0,3.0
2511,0.0,2.0
3566,1.0,2.0
2465,1.0,0.0
3617,0.0,1.0
2000,0.0,3.0
3891,0.0,1.0
2293,0.0,2.0
2638,0.0,2.0
3444,0.0,3.0
3401,3.0,0.0
2198,0.0,3.0
3561,2.0,0.0
3266,0.0,3.0
2572,0.0,1.0
2554,1.0,2.0
3872,2.0,0.0
2134,2.0,0.0
3864,1.0,0.0
3691,2.0,0.0
3022,0.0,1.0
2569,0.0,3.0
3604,0.0,1.0
2577,0.0,3.0
2653,0.0,3.0
2831,0.0,3.0
3095,0.0,3.0
3647,0.0,3.0
3205,0.0,2.0
3448,1.0,0.0
3925,0.0,3.0
2520,1.0,0.0
3261,1.0,1.0
2700,0.0,1.0
3730,0.0,1.0
2832,0.0,1.0
2950,1.0,0.0
3146,0.0,1.0
3301,3.0,0.0
3500,0.0,1.0
2590,1.0,2.0
2087,1.0,1.0
3107,1.0,0.0
3013,0.0,2.0
3986,0.0,2.0
2877,2.0,1.0
2179,0.0,2.0
2913,0.0,3.0
3785,0.0,2.0
3770,0.0,1.0
3255,1.0,0.0
2058,0.0,2.0
3796,1.0,1.0
2535,1.0,0.0
3201,0.0,1.0
2168,0.0,1.0
2575,1.0,1.0
3979,0.0,2.0
3346,1.0,1.0
2186,0.0,2.0
3054,2.0,0.0
2218,0.0,3.0
3632,0.0,2.0
2338,0.0,3.0
2413,1.0,1.0
3810,1.0,0.0
3002,1.0,0.0
2939,2.0,0.0
3322,0.0,3.0
2408,1.0,1.0
2043,0.0,1.0
3788,0.0,1.0
2930,0.0,1.0
2298,0.0,3.0
2089,1.0,0.0
2469,0.0,1.0
2054,1.0,1.0
3598,0.0,3.0
3736,1.0,0.0
2455,0.0,3.0
3766,0.0,2.0
3495,1.0,0.0
2061,0.0,1.0
2584,0.0,3.0
3409,0.0,2.0
2713,0.0,1.0
3961,1.0,0.0
2746,1.0,0.0
2019,0.0,1.0
3803,3.0,0.0
3899,1.0,1.0
2126,0.0,1.0
3505,0.0,3.0
2825,1.0,0.0
2385,2.0,0.0
3885,1.0,0.0
2787,1.0,0.0
2755,1.0,1.0
3450,1.0,1.0
3837,0.0,3.0
2077,0.0,3.0
3364,1.0,1.0
2233,0.0,3.0
2981,0.0,3.0
3748,2.0,0.0
2372,0.0,3.0
2592,0.0,3.0
2437,1.0,1.0
3648,0.0,1.0
2866,2.0,0.0
3009,0.0,3.0
3485,0.0,2.0
3855,0.0,3.0
3698,0.0,1.0
2583,1.0,1.0
2280,0.0,3.0
2885,0.0,2.0
3447,1.0,1.0
3370,0.0,3.0
2472,1.0,0.0
2401,2.0,1.0
3391,0.0,1.0
2128,0.0,1.0
2371,0.0,1.0
3977,0.0,1.0
2463,0.0,1.0
3999,2.0,1.0
3087,1.0,0.0
3626,0.0,3.0
3757,0.0,3.0
3902,2.0,0.0
2221,0.0,1.0
2152,0.0,3.0
2529,0.0,1.0
3990,1.0,0.0
3905,0.0,3.0
2429,0.0,3.0
2051,0.0,1.0
3292,2.0,0.0
3073,0.0,2.0
3804,3.0,0.0
2139,2.0,0.0
2366,0.0,1.0
3308,2.0,0.0
2646,0.0,3.0
3034,0.0,3.0
3718,1.0,1.0
2173,0.0,1.0
2716,0.0,3.0
3211,0.0,3.0
2995,1.0,1.0
3134,0.0,3.0
3794,2.0,0.0
3218,0.0,2.0
2521,2.0,0.0
2135,0.0,2.0
3349,0.0,2.0
3433,3.0,0.0
3090,1.0,1.0
3044,0.0,3.0
2963,0.0,1.0
3486,0.0,2.0
3687,0.0,2.0
3578,0.0,3.0
2576,0.0,2.0
2307,2.0,1.0
3000,2.0,0.0
2066,0.0,2.0
2107,1.0,0.0
2585,0.0,3.0
2308,0.0,1.0
3861,1.0,2.0
3934,1.0,2.0
3673,0.0,1.0
2923,0.0,3.0
2368,1.0,1.0
3422,2.0,0.0
3777,1.0,0.0
3187,1.0,1.0
3628,2.0,0.0
