,0
1588,0.0
1924,0.0
1193,0.0
1046,0.0
1013,0.0
1293,0.0
1995,0.0
1814,0.0
1274,0.0
1938,0.0
1460,0.0
1841,0.0
1097,0.0
1426,0.0
1751,0.0
1929,0.0
1340,0.0
1761,0.0
1034,0.0
1607,0.0
1116,0.0
1236,0.0
1245,0.0
1203,0.0
1168,0.0
1983,0.0
1989,0.0
1540,0.0
1982,0.0
1412,0.0
1476,0.0
1447,0.0
1651,0.0
1372,0.0
1112,0.0
1823,0.0
1382,0.0
1312,0.0
1858,0.0
1446,0.0
1370,0.0
1826,0.0
1276,0.0
1146,0.0
1835,0.0
1397,0.0
1660,0.0
1257,0.0
1641,0.0
1907,0.0
1990,0.0
1861,0.0
1690,0.0
1745,0.0
1484,0.0
1662,0.0
1224,0.0
1632,0.0
1413,0.0
1840,0.0
1738,0.0
1329,0.0
1781,0.0
1087,0.0
1635,0.0
1537,0.0
1388,0.0
1949,0.0
1746,0.0
1002,0.0
1940,0.0
1470,0.0
1103,0.0
1356,0.0
1569,0.0
1186,0.0
1077,0.0
1855,0.0
1420,0.0
1332,0.0
1942,0.0
1911,0.0
1716,0.0
1435,0.0
1277,0.0
1888,0.0
1791,0.0
1102,0.0
1631,0.0
1650,0.0
1227,0.0
1649,0.0
1771,0.0
1431,0.0
1664,0.0
1030,0.0
1012,0.0
1642,0.0
1150,0.0
1952,0.0
