,y_hat
3971,False
2015,False
2496,False
3975,False
3498,False
3644,False
3584,False
3834,False
3515,False
3552,False
3614,False
3521,False
2652,False
3485,False
3635,False
2854,False
2012,False
3433,False
3742,False
3801,False
2228,False
2113,False
3828,False
3710,False
2026,False
3664,False
2454,False
3241,False
2712,False
2863,False
3374,False
2513,False
2562,False
2689,False
2893,False
3325,False
2399,False
2380,False
2445,False
2470,False
2215,False
3733,False
2625,False
2305,False
2947,False
2182,False
3385,False
3725,False
2776,False
2910,False
2638,False
3129,False
3840,False
2167,False
2963,False
3317,False
3859,False
2234,False
3025,False
3212,False
2303,False
2682,False
3178,False
2175,False
3980,False
3142,False
3884,False
3065,False
3700,False
2306,False
3232,False
2188,False
3886,False
2676,False
3008,False
2491,False
3719,False
2710,False
3543,False
2913,False
2981,False
2785,False
3961,False
2384,False
3014,False
2559,False
3925,False
3229,False
3451,False
3682,False
3082,False
2660,False
2618,False
3928,False
3461,False
2173,False
2451,False
3874,False
2847,False
2057,False
2705,False
3270,False
2181,False
2252,False
2366,False
2921,False
3296,False
2535,False
3113,False
3164,False
2699,False
3754,False
3262,False
3102,False
2222,False
2211,False
2795,False
2456,False
2274,False
2953,False
3268,False
2920,False
2993,False
2177,False
2194,False
3050,False
3610,False
2169,False
2201,False
2864,False
3842,False
2179,False
2904,False
2484,False
2492,False
2959,False
2323,False
2065,False
3022,False
3421,False
3233,False
2814,False
3271,False
2615,False
2359,False
3396,False
3500,False
2774,False
3706,False
2232,False
2263,False
2873,False
2101,False
3507,False
3639,False
3401,False
3227,False
2088,False
2520,False
3951,False
2487,False
2796,False
2283,False
2085,False
3010,False
3155,False
2374,False
2592,False
2604,False
2734,False
3779,False
3823,False
2972,False
2720,False
3605,False
2137,False
2025,False
3209,False
2372,False
3558,False
2460,False
3305,False
2936,False
3783,False
2711,False
3795,False
3818,False
2329,False
2410,False
2119,False
2230,False
3091,False
2843,False
2613,False
2997,False
2519,False
2265,False
3076,False
2606,False
3994,False
