,0
1292,1.0
1204,1.0
1157,1.0
1463,1.0
1025,1.0
1796,1.0
1961,1.0
1486,1.0
1283,1.0
1313,1.0
1637,1.0
1031,1.0
1708,1.0
1309,1.0
1954,1.0
1828,1.0
1298,1.0
1476,1.0
1791,1.0
1858,1.0
1206,1.0
1842,1.0
1556,1.0
1750,1.0
1582,1.0
1772,1.0
1883,1.0
1447,1.0
1529,1.0
1194,1.0
1016,1.0
1934,1.0
1856,1.0
1652,1.0
1802,1.0
1474,1.0
1495,1.0
1415,1.0
1231,1.0
1011,1.0
1744,1.0
1894,1.0
1048,1.0
1084,1.0
1296,1.0
1293,1.0
1642,1.0
1199,1.0
1692,1.0
1717,1.0
1492,1.0
1308,1.0
1139,1.0
1295,1.0
1211,1.0
1357,1.0
1823,1.0
1428,1.0
1170,1.0
1443,1.0
1316,1.0
1554,1.0
1284,1.0
1014,1.0
1983,1.0
1848,1.0
1700,1.0
1245,1.0
1145,1.0
1033,1.0
1212,1.0
1519,1.0
1952,1.0
1739,1.0
1602,1.0
1936,1.0
1889,1.0
1507,1.0
1020,1.0
1361,1.0
1873,1.0
1470,1.0
1628,1.0
1629,1.0
1687,1.0
1607,1.0
1996,1.0
1930,1.0
1683,1.0
1649,1.0
1233,1.0
1147,1.0
1437,1.0
1000,1.0
1759,1.0
1627,1.0
1781,1.0
1259,1.0
1695,1.0
1322,1.0
