,y
3311,0.0
2101,0.0
2423,0.0
2751,0.0
3168,0.0
2826,0.0
3158,0.0
3103,0.0
3408,0.0
3930,0.0
2059,0.0
3877,0.0
2779,0.0
3233,0.0
3407,0.0
2813,1.0
3200,1.0
2835,0.0
3191,0.0
3129,1.0
2131,0.0
3208,0.0
3423,0.0
3851,0.0
2084,0.0
2317,0.0
3144,0.0
2006,0.0
3553,0.0
2396,0.0
2608,0.0
2604,0.0
3090,0.0
2683,0.0
2705,0.0
2221,0.0
3136,0.0
2936,1.0
3642,0.0
3252,0.0
3334,0.0
2928,1.0
2166,0.0
3307,0.0
3692,0.0
3788,0.0
3689,1.0
3836,0.0
3539,0.0
2467,0.0
2088,0.0
3744,0.0
3152,1.0
3576,0.0
2453,0.0
2201,0.0
2407,0.0
3048,0.0
2567,0.0
3436,1.0
3021,0.0
2526,1.0
2549,0.0
3523,0.0
3727,0.0
3976,0.0
3786,1.0
2793,1.0
2752,0.0
2832,1.0
2614,0.0
2689,0.0
2652,0.0
2289,0.0
2744,0.0
2060,0.0
3814,1.0
3560,0.0
2100,0.0
3508,0.0
3202,0.0
2602,1.0
3649,0.0
3902,0.0
2220,0.0
2085,0.0
2429,0.0
2388,1.0
2194,1.0
3067,0.0
2632,0.0
2740,1.0
3728,0.0
3352,0.0
3288,0.0
3738,1.0
3610,0.0
3723,0.0
3789,0.0
2252,0.0
3452,1.0
3932,1.0
3521,0.0
3120,0.0
2438,0.0
3167,1.0
2612,0.0
3470,0.0
2368,1.0
3799,1.0
3483,0.0
2012,0.0
3579,0.0
3450,0.0
3456,0.0
2481,0.0
2478,1.0
3263,0.0
3702,1.0
3309,1.0
2002,0.0
2891,0.0
2828,0.0
3893,0.0
2391,0.0
3115,0.0
3918,0.0
3536,0.0
3977,1.0
2788,0.0
2040,0.0
3710,0.0
3492,0.0
3526,0.0
3994,1.0
3266,0.0
3595,0.0
3192,0.0
2231,0.0
3677,0.0
2148,0.0
3914,0.0
2419,0.0
2879,0.0
2343,0.0
3329,0.0
3629,0.0
3731,0.0
2339,0.0
2990,0.0
3690,0.0
2091,0.0
2432,1.0
2233,0.0
2414,0.0
3416,1.0
2560,0.0
2748,0.0
2669,0.0
2910,1.0
2904,0.0
2877,0.0
3491,0.0
2446,1.0
3106,0.0
2184,0.0
3920,1.0
3938,0.0
2863,1.0
3488,0.0
3149,1.0
2503,0.0
3754,0.0
3734,0.0
3570,0.0
2021,1.0
2165,0.0
2330,0.0
2459,0.0
3179,0.0
2811,1.0
3142,0.0
2498,0.0
2824,0.0
3525,0.0
2906,1.0
2450,1.0
2965,0.0
3315,1.0
3739,0.0
3039,0.0
2335,0.0
2106,0.0
2437,0.0
2596,1.0
3269,0.0
3612,0.0
3259,1.0
2149,0.0
2308,0.0
