,y_hat
3724,False
2427,False
3549,False
2827,False
3526,False
3966,False
3121,False
3173,False
3901,False
2326,False
2099,False
2890,False
2821,False
2073,False
2639,False
3731,False
2917,False
3352,False
2327,False
2336,False
2014,False
2580,False
3288,False
2306,False
2047,False
2388,False
3067,False
2620,False
2927,False
2763,False
3817,False
2856,False
2206,False
2405,False
2537,False
3416,False
2131,False
2505,False
3436,False
3737,False
2803,False
2252,False
3923,False
3446,False
2084,False
3313,False
2590,False
3233,False
3259,False
2339,False
3297,False
2595,False
3969,False
2088,False
3987,False
3027,False
2518,False
3108,False
2602,False
2542,False
2145,False
3118,False
3921,False
2508,False
3963,False
2330,False
3978,False
2667,False
2282,False
3754,False
3479,False
3098,False
2276,False
3976,False
2859,False
2220,False
3739,False
2375,False
3321,False
3637,False
2877,False
3682,False
3650,False
2130,False
3084,False
3579,False
3286,False
2720,False
2843,False
3038,False
3859,False
2377,False
3075,False
3735,False
3304,False
2858,False
2451,False
3679,False
2071,False
2307,False
2486,False
2187,False
3568,False
3066,False
2123,False
3096,False
3054,False
3086,False
2954,False
3861,False
2404,False
3169,False
3106,False
2771,False
2583,False
2079,False
3079,False
3819,False
3565,False
2185,False
2572,False
2857,False
2531,False
2932,False
3905,False
3635,False
2178,False
2293,False
3787,False
2250,False
2100,False
2705,False
3515,False
2117,False
2774,False
3293,False
2401,False
3168,False
2674,False
3892,False
2096,False
2475,False
2244,False
2747,False
2423,False
2087,False
3595,False
2882,False
3191,False
2717,False
3806,False
2353,False
2426,False
2230,False
2619,False
3596,False
2442,False
2662,False
2044,False
2869,False
3708,False
3533,False
2194,False
2151,False
3326,False
2968,False
2072,False
2419,False
3019,False
3975,False
3986,False
2496,False
2290,False
3487,False
2258,False
3587,False
3718,False
3174,False
3308,False
3681,False
3053,False
2176,False
2351,False
3519,False
3129,False
2604,False
3947,False
3624,False
2614,False
3302,False
3200,False
2846,False
2822,False
3351,False
3881,False
3536,False
3999,False
2596,False
3632,False
2031,False
