,0
1287,1.0
1747,1.0
1974,1.0
1482,1.0
1755,0.0
1761,1.0
1736,1.0
1881,1.0
1757,0.0
1637,1.0
1175,1.0
1846,1.0
1855,1.0
1582,1.0
1594,1.0
1365,1.0
1988,0.0
1399,1.0
1360,1.0
1870,0.0
1226,0.0
1977,1.0
1168,1.0
1865,1.0
1490,1.0
1381,1.0
1018,1.0
1070,1.0
1283,1.0
1588,1.0
1069,1.0
1084,1.0
1386,1.0
1209,1.0
1244,1.0
1491,1.0
1958,1.0
1765,0.0
1786,1.0
1911,1.0
1724,1.0
1378,1.0
1276,1.0
1299,1.0
1515,1.0
1821,1.0
1903,1.0
1020,1.0
1943,0.0
1257,1.0
1290,1.0
1521,1.0
1675,1.0
1011,1.0
1233,1.0
1218,1.0
1966,1.0
1478,1.0
1892,1.0
1570,1.0
1995,1.0
1329,1.0
1418,1.0
1524,1.0
1275,1.0
1719,0.0
1859,1.0
1866,0.0
1677,1.0
1100,1.0
1707,1.0
1925,1.0
1595,1.0
1810,1.0
1323,1.0
1669,1.0
1917,1.0
1495,1.0
1147,1.0
1873,1.0
1113,1.0
1296,1.0
1111,1.0
1590,0.0
1626,0.0
1946,1.0
1074,1.0
1234,1.0
1622,1.0
1132,1.0
1888,1.0
1921,1.0
1492,1.0
1167,0.0
1703,1.0
1423,1.0
1451,1.0
1607,0.0
1124,1.0
1450,1.0
