,years_experience,degree
2258,3.0,1.0
2399,1.0,3.0
2431,0.0,2.0
3373,0.0,2.0
3343,1.0,3.0
2288,1.0,3.0
2471,0.0,1.0
3437,0.0,1.0
2162,0.0,2.0
3230,0.0,2.0
2707,1.0,1.0
3108,2.0,0.0
3786,0.0,2.0
3992,0.0,2.0
3433,1.0,1.0
3621,1.0,3.0
3503,1.0,2.0
2316,0.0,2.0
2074,1.0,2.0
3173,0.0,2.0
2066,1.0,3.0
3858,0.0,3.0
2787,0.0,2.0
2322,1.0,3.0
3172,0.0,3.0
3956,1.0,1.0
2923,0.0,3.0
2169,1.0,2.0
2892,0.0,3.0
2175,2.0,2.0
2132,1.0,1.0
2675,0.0,2.0
2858,1.0,2.0
2116,1.0,1.0
2293,0.0,2.0
2643,1.0,1.0
3480,0.0,2.0
2744,0.0,3.0
2299,0.0,2.0
3983,0.0,3.0
2160,0.0,3.0
2713,0.0,2.0
3912,1.0,1.0
3756,1.0,1.0
2516,1.0,1.0
2911,1.0,1.0
3660,2.0,0.0
2106,0.0,2.0
3478,0.0,3.0
3009,0.0,1.0
3254,0.0,3.0
2223,0.0,1.0
3595,0.0,1.0
3194,0.0,3.0
3600,0.0,3.0
3078,0.0,3.0
3741,1.0,0.0
3663,0.0,2.0
2195,1.0,2.0
2351,0.0,2.0
2187,0.0,1.0
2591,1.0,2.0
3021,0.0,3.0
2050,0.0,2.0
2996,1.0,3.0
3624,0.0,2.0
2438,0.0,2.0
3558,1.0,1.0
3473,1.0,1.0
3257,1.0,2.0
3569,1.0,1.0
3960,0.0,2.0
2473,0.0,2.0
3251,1.0,1.0
2945,0.0,2.0
3329,0.0,2.0
2932,1.0,1.0
3676,0.0,2.0
2912,0.0,3.0
3069,0.0,3.0
2313,1.0,1.0
3100,1.0,3.0
3841,1.0,1.0
2374,2.0,0.0
2232,0.0,3.0
3149,1.0,1.0
2879,0.0,3.0
3413,1.0,1.0
3250,2.0,0.0
2714,0.0,2.0
3737,1.0,1.0
2104,0.0,1.0
3681,2.0,0.0
3288,0.0,2.0
3256,0.0,2.0
3767,0.0,1.0
2956,0.0,3.0
3910,0.0,3.0
3868,0.0,2.0
3185,0.0,2.0
3073,1.0,1.0
3678,1.0,1.0
3639,0.0,2.0
2000,2.0,0.0
3500,1.0,0.0
3392,0.0,1.0
2060,0.0,2.0
3966,2.0,0.0
2644,1.0,2.0
2578,0.0,2.0
2226,0.0,2.0
3388,1.0,1.0
3014,1.0,2.0
3029,1.0,1.0
3722,0.0,3.0
2530,0.0,2.0
3977,1.0,1.0
2127,1.0,1.0
3827,1.0,1.0
3176,2.0,0.0
3691,0.0,3.0
3567,0.0,1.0
3266,2.0,2.0
2184,0.0,2.0
2284,1.0,1.0
2046,0.0,3.0
2357,0.0,2.0
3012,0.0,2.0
2243,1.0,1.0
3965,0.0,2.0
2994,2.0,2.0
3131,0.0,3.0
3700,2.0,0.0
3667,0.0,2.0
2753,2.0,0.0
2323,0.0,3.0
2144,0.0,3.0
3115,0.0,2.0
2988,1.0,2.0
3357,0.0,1.0
3895,0.0,3.0
3287,0.0,2.0
3829,0.0,2.0
3225,0.0,3.0
2311,1.0,1.0
3849,1.0,3.0
3027,0.0,1.0
3921,1.0,1.0
3389,1.0,1.0
3555,1.0,1.0
3857,2.0,0.0
2179,0.0,2.0
3338,0.0,2.0
2609,3.0,0.0
2360,0.0,1.0
3824,0.0,2.0
3665,1.0,1.0
3901,0.0,3.0
2682,2.0,2.0
2962,0.0,2.0
3238,0.0,2.0
2253,1.0,1.0
3182,0.0,2.0
2094,0.0,2.0
3109,1.0,1.0
2505,0.0,2.0
3151,0.0,2.0
3452,0.0,2.0
2851,1.0,1.0
3000,0.0,2.0
3532,1.0,1.0
3348,1.0,1.0
3816,1.0,3.0
2432,0.0,2.0
3228,0.0,3.0
2890,0.0,2.0
2287,0.0,2.0
2563,0.0,1.0
3430,1.0,1.0
2504,0.0,2.0
2450,1.0,3.0
3789,0.0,2.0
2222,0.0,2.0
2853,1.0,2.0
3188,1.0,1.0
2007,0.0,2.0
3670,0.0,1.0
2040,0.0,3.0
3223,1.0,1.0
3922,1.0,1.0
2811,1.0,2.0
2615,1.0,1.0
2502,0.0,3.0
3099,0.0,1.0
2913,2.0,0.0
2951,0.0,2.0
2983,0.0,2.0
2883,1.0,1.0
3003,0.0,2.0
2867,1.0,1.0
