,y_hat
16432,False
17521,False
19140,False
19038,False
18025,False
10272,False
10094,False
12687,False
12807,False
17223,False
15307,False
13098,False
11833,False
14468,False
17615,False
14429,False
10236,False
11998,False
18636,False
16289,False
12600,False
17865,False
10120,False
11939,False
11032,False
11128,False
14998,False
16609,False
11709,False
19526,False
18646,False
18812,False
11727,False
16532,False
14464,False
12347,False
15746,False
11612,False
13731,False
18674,False
14156,False
18080,False
19342,False
14257,False
12496,False
14210,False
18409,False
12398,False
17446,False
14646,False
15737,False
17852,False
14679,False
11408,False
15321,False
14037,False
18970,False
10381,False
14767,False
15562,False
16445,False
17842,False
15958,False
19172,False
17117,False
18522,False
13619,False
12944,False
17407,False
16660,False
19934,False
16783,False
13671,False
14716,False
17387,False
17369,False
19146,False
18187,False
17524,False
16225,False
12241,False
11974,False
12454,False
15521,False
14366,False
19230,False
10510,False
19281,False
16973,False
10606,False
13123,False
13822,False
13314,False
15618,False
13445,False
19442,False
15922,False
16854,False
18779,False
15291,False
17258,False
10538,False
13854,False
13338,False
17851,False
11894,False
15775,False
13073,False
17215,False
12172,False
16047,False
10287,False
17335,False
13934,False
14953,False
11259,False
10161,False
15189,False
17937,False
12037,False
10860,False
10044,False
16340,False
16556,False
19016,False
15332,False
19155,False
10065,False
16867,False
18874,False
14426,False
19287,False
17164,False
10537,False
16707,False
11588,False
18442,False
11735,False
19668,False
10810,False
10887,False
12602,False
11000,False
17112,False
10849,False
11838,False
19514,False
13836,False
17455,False
16718,False
12455,False
19492,False
13291,False
10711,False
19145,False
19761,False
16386,False
18416,False
17806,False
17827,False
15974,False
10838,False
12690,False
10658,False
16426,False
16303,False
15631,False
16300,False
19285,False
14276,False
19751,False
15729,False
15082,False
14933,False
16676,False
12192,False
10975,False
12507,False
19083,False
19790,False
13508,False
17631,False
12050,False
11636,False
17336,False
16397,False
18738,False
14034,False
15610,False
10365,False
16496,False
10962,False
11271,False
12027,False
15617,False
16520,False
12123,False
11673,False
10898,False
18579,False
